Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0000";"0,0000";"0,0818";"0,0000";"0,0019"
"0,0060";"0,0000";"0,0000";"0,0569";"0,0000";"0,0013"
"0,0120";"0,0002";"0,0000";"0,0081";"0,0000";"0,0002"
"0,0180";"0,0003";"0,0000";"-0,0176";"0,0001";"-0,0004"
"0,0240";"0,0005";"0,0001";"-0,0217";"0,0001";"-0,0005"
"0,0300";"0,0008";"0,0001";"0,0120";"0,0002";"0,0003"
"0,0360";"0,0012";"0,0001";"0,0706";"0,0002";"0,0016"
"0,0420";"0,0016";"0,0002";"0,1632";"0,0004";"0,0038"
"0,0480";"0,0021";"0,0003";"0,2951";"0,0005";"0,0068"
"0,0540";"0,0026";"0,0004";"0,4558";"0,0007";"0,0105"
"0,0600";"0,0032";"0,0005";"0,6548";"0,0010";"0,0151"
"0,0660";"0,0038";"0,0007";"0,9015";"0,0013";"0,0207"
"0,0720";"0,0044";"0,0009";"1,1822";"0,0018";"0,0272"
"0,0780";"0,0051";"0,0011";"1,5276";"0,0022";"0,0351"
"0,0840";"0,0057";"0,0014";"1,9138";"0,0027";"0,0440"
"0,0900";"0,0063";"0,0016";"2,3064";"0,0032";"0,0530"
"0,0960";"0,0069";"0,0019";"2,6931";"0,0038";"0,0619"
"0,1020";"0,0076";"0,0022";"3,0910";"0,0044";"0,0711"
"0,1080";"0,0081";"0,0025";"3,4489";"0,0050";"0,0793"
"0,1140";"0,0087";"0,0028";"3,7964";"0,0056";"0,0873"
"0,1200";"0,0093";"0,0031";"4,1982";"0,0062";"0,0965"
"0,1260";"0,0099";"0,0034";"4,6427";"0,0068";"0,1067"
"0,1320";"0,0104";"0,0037";"5,0897";"0,0074";"0,1170"
"0,1380";"0,0110";"0,0040";"5,5443";"0,0080";"0,1275"
"0,1440";"0,0116";"0,0043";"5,9894";"0,0086";"0,1377"
"0,1500";"0,0122";"0,0046";"6,4281";"0,0091";"0,1478"
"0,1560";"0,0127";"0,0048";"6,8696";"0,0096";"0,1579"
"0,1620";"0,0132";"0,0051";"7,2811";"0,0102";"0,1674"
"0,1680";"0,0138";"0,0053";"7,6955";"0,0107";"0,1769"
"0,1740";"0,0144";"0,0056";"8,0979";"0,0112";"0,1862"
"0,1800";"0,0149";"0,0059";"8,4722";"0,0117";"0,1948"
"0,1860";"0,0154";"0,0061";"8,8009";"0,0123";"0,2023"
"0,1920";"0,0160";"0,0064";"9,0942";"0,0128";"0,2091"
"0,1980";"0,0165";"0,0067";"9,3903";"0,0134";"0,2159"
"0,2040";"0,0170";"0,0070";"9,6851";"0,0140";"0,2227"
"0,2100";"0,0176";"0,0073";"9,9819";"0,0145";"0,2295"
"0,2160";"0,0181";"0,0075";"10,2928";"0,0150";"0,2366"
"0,2220";"0,0185";"0,0078";"10,6384";"0,0155";"0,2446"
"0,2280";"0,0191";"0,0080";"10,9587";"0,0160";"0,2520"
"0,2340";"0,0196";"0,0082";"11,2960";"0,0164";"0,2597"
"0,2400";"0,0200";"0,0084";"11,6813";"0,0169";"0,2686"
"0,2460";"0,0206";"0,0086";"12,0619";"0,0173";"0,2773"
"0,2520";"0,0211";"0,0089";"12,3883";"0,0177";"0,2848"
"0,2580";"0,0216";"0,0091";"12,7446";"0,0182";"0,2930"
"0,2640";"0,0221";"0,0093";"13,1048";"0,0187";"0,3013"
