Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0000";"0,0000";"0,1215";"0,0001";"0,0028"
"0,0060";"0,0000";"0,0001";"0,1043";"0,0001";"0,0024"
"0,0120";"0,0002";"0,0001";"0,1050";"0,0002";"0,0024"
"0,0180";"0,0003";"0,0001";"0,0466";"0,0002";"0,0011"
"0,0240";"0,0005";"0,0001";"-0,0006";"0,0002";"0,0000"
"0,0300";"0,0007";"0,0001";"0,0212";"0,0003";"0,0005"
"0,0360";"0,0012";"0,0002";"0,0383";"0,0004";"0,0009"
"0,0420";"0,0016";"0,0002";"0,0867";"0,0005";"0,0020"
"0,0480";"0,0021";"0,0003";"0,2253";"0,0007";"0,0052"
"0,0540";"0,0026";"0,0004";"0,3997";"0,0009";"0,0092"
"0,0600";"0,0032";"0,0006";"0,6277";"0,0012";"0,0144"
"0,0660";"0,0037";"0,0007";"0,8552";"0,0015";"0,0197"
"0,0720";"0,0044";"0,0010";"1,1488";"0,0019";"0,0264"
"0,0780";"0,0050";"0,0012";"1,4784";"0,0023";"0,0340"
"0,0840";"0,0057";"0,0014";"1,8093";"0,0029";"0,0416"
"0,0900";"0,0063";"0,0017";"2,1723";"0,0034";"0,0499"
"0,0960";"0,0069";"0,0020";"2,6001";"0,0040";"0,0598"
"0,1020";"0,0076";"0,0023";"3,0243";"0,0046";"0,0695"
"0,1080";"0,0081";"0,0026";"3,4762";"0,0052";"0,0799"
"0,1140";"0,0087";"0,0029";"3,9396";"0,0058";"0,0906"
"0,1200";"0,0093";"0,0032";"4,3724";"0,0064";"0,1005"
"0,1260";"0,0099";"0,0035";"4,7989";"0,0070";"0,1103"
"0,1320";"0,0104";"0,0038";"5,2339";"0,0075";"0,1203"
"0,1380";"0,0110";"0,0040";"5,6694";"0,0081";"0,1303"
"0,1440";"0,0116";"0,0043";"6,0982";"0,0086";"0,1402"
"0,1500";"0,0121";"0,0046";"6,5117";"0,0092";"0,1497"
"0,1560";"0,0127";"0,0049";"6,8931";"0,0098";"0,1585"
"0,1620";"0,0132";"0,0052";"7,2646";"0,0103";"0,1670"
"0,1680";"0,0138";"0,0054";"7,6255";"0,0109";"0,1753"
"0,1740";"0,0143";"0,0057";"7,9562";"0,0114";"0,1829"
"0,1800";"0,0149";"0,0060";"8,2952";"0,0119";"0,1907"
"0,1860";"0,0154";"0,0062";"8,6794";"0,0125";"0,1996"
"0,1920";"0,0160";"0,0065";"9,0787";"0,0130";"0,2087"
"0,1980";"0,0165";"0,0068";"9,4545";"0,0136";"0,2174"
"0,2040";"0,0170";"0,0071";"9,8111";"0,0142";"0,2256"
"0,2100";"0,0176";"0,0074";"10,1764";"0,0148";"0,2340"
"0,2160";"0,0181";"0,0077";"10,5301";"0,0153";"0,2421"
"0,2220";"0,0185";"0,0079";"10,8484";"0,0158";"0,2494"
"0,2280";"0,0191";"0,0082";"11,1622";"0,0163";"0,2566"
"0,2340";"0,0196";"0,0084";"11,4707";"0,0168";"0,2637"
"0,2400";"0,0200";"0,0086";"11,7948";"0,0172";"0,2712"
"0,2460";"0,0206";"0,0089";"12,0894";"0,0177";"0,2780"
"0,2520";"0,0211";"0,0091";"12,4016";"0,0182";"0,2851"
"0,2580";"0,0216";"0,0094";"12,7177";"0,0187";"0,2924"
"0,2640";"0,0221";"0,0096";"13,0321";"0,0192";"0,2996"
"0,2700";"0,0226";"0,0099";"13,3410";"0,0198";"0,3067"
"0,2760";"0,0231";"0,0102";"13,6701";"0,0203";"0,3143"
"0,2820";"0,0236";"0,0104";"13,9840";"0,0209";"0,3215"
"0,2880";"0,0241";"0,0107";"14,3016";"0,0214";"0,3288"
"0,2940";"0,0246";"0,0109";"14,6392";"0,0219";"0,3366"
"0,3000";"0,0252";"0,0112";"15,0316";"0,0224";"0,3456"
"0,3060";"0,0257";"0,0114";"15,3736";"0,0228";"0,3535"
"0,3120";"0,0262";"0,0117";"15,7194";"0,0233";"0,3614"
"0,3180";"0,0267";"0,0119";"16,0529";"0,0238";"0,3691"
"0,3240";"0,0272";"0,0122";"16,3454";"0,0243";"0,3758"
"0,3300";"0,0277";"0,0124";"16,6328";"0,0249";"0,3824"
"0,3360";"0,0282";"0,0127";"16,8853";"0,0253";"0,3882"
"0,3420";"0,0287";"0,0129";"17,1190";"0,0258";"0,3936"
"0,3480";"0,0292";"0,0132";"17,3768";"0,0263";"0,3995"
"0,3540";"0,0297";"0,0134";"17,6871";"0,0267";"0,4067"
