Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0000";"0,0001";"-0,0968";"0,0002";"-0,0022"
"0,0060";"0,0000";"0,0001";"-0,0841";"0,0002";"-0,0019"
"0,0120";"0,0002";"0,0001";"-0,0606";"0,0002";"-0,0014"
"0,0180";"0,0003";"0,0001";"-0,0242";"0,0003";"-0,0006"
"0,0240";"0,0005";"0,0001";"0,0313";"0,0003";"0,0007"
"0,0300";"0,0008";"0,0002";"0,1039";"0,0003";"0,0024"
"0,0360";"0,0012";"0,0002";"0,1563";"0,0003";"0,0036"
"0,0420";"0,0016";"0,0002";"0,2387";"0,0004";"0,0055"
"0,0480";"0,0021";"0,0003";"0,3587";"0,0006";"0,0082"
"0,0540";"0,0026";"0,0004";"0,5193";"0,0008";"0,0119"
"0,0600";"0,0032";"0,0006";"0,7562";"0,0011";"0,0174"
"0,0660";"0,0038";"0,0007";"1,0180";"0,0015";"0,0234"
"0,0720";"0,0044";"0,0010";"1,2863";"0,0019";"0,0296"
"0,0780";"0,0051";"0,0012";"1,5922";"0,0024";"0,0366"
"0,0840";"0,0057";"0,0015";"1,8966";"0,0029";"0,0436"
"0,0900";"0,0063";"0,0018";"2,2976";"0,0035";"0,0528"
"0,0960";"0,0070";"0,0021";"2,7121";"0,0041";"0,0624"
"0,1020";"0,0076";"0,0023";"3,1294";"0,0047";"0,0719"
"0,1080";"0,0081";"0,0026";"3,5428";"0,0053";"0,0815"
"0,1140";"0,0087";"0,0029";"3,9513";"0,0059";"0,0908"
"0,1200";"0,0093";"0,0032";"4,3360";"0,0065";"0,0997"
"0,1260";"0,0099";"0,0035";"4,6955";"0,0070";"0,1080"
"0,1320";"0,0104";"0,0038";"5,0330";"0,0076";"0,1157"
"0,1380";"0,0110";"0,0041";"5,3958";"0,0082";"0,1241"
"0,1440";"0,0116";"0,0043";"5,8148";"0,0087";"0,1337"
"0,1500";"0,0122";"0,0046";"6,2165";"0,0092";"0,1429"
"0,1560";"0,0127";"0,0049";"6,6193";"0,0097";"0,1522"
"0,1620";"0,0132";"0,0051";"6,9858";"0,0102";"0,1606"
"0,1680";"0,0138";"0,0054";"7,3520";"0,0108";"0,1690"
"0,1740";"0,0144";"0,0056";"7,7335";"0,0113";"0,1778"
"0,1800";"0,0149";"0,0059";"8,0973";"0,0118";"0,1862"
"0,1860";"0,0155";"0,0062";"8,4655";"0,0123";"0,1946"
"0,1920";"0,0160";"0,0064";"8,8684";"0,0128";"0,2039"
"0,1980";"0,0165";"0,0067";"9,2821";"0,0134";"0,2134"
"0,2040";"0,0170";"0,0070";"9,6752";"0,0139";"0,2224"
"0,2100";"0,0176";"0,0072";"10,0297";"0,0145";"0,2306"
"0,2160";"0,0181";"0,0075";"10,3563";"0,0150";"0,2381"
"0,2220";"0,0186";"0,0078";"10,6581";"0,0155";"0,2450"
"0,2280";"0,0191";"0,0080";"10,9757";"0,0160";"0,2523"
"0,2340";"0,0196";"0,0082";"11,3158";"0,0164";"0,2602"
"0,2400";"0,0200";"0,0084";"11,6398";"0,0168";"0,2676"
"0,2460";"0,0206";"0,0086";"11,9052";"0,0173";"0,2737"
"0,2520";"0,0211";"0,0089";"12,1698";"0,0177";"0,2798"
"0,2580";"0,0216";"0,0091";"12,4315";"0,0182";"0,2858"
"0,2640";"0,0221";"0,0093";"12,7339";"0,0187";"0,2928"
"0,2700";"0,0226";"0,0096";"13,0465";"0,0192";"0,3000"
"0,2760";"0,0231";"0,0098";"13,3503";"0,0197";"0,3069"
"0,2820";"0,0236";"0,0101";"13,6825";"0,0202";"0,3146"
"0,2880";"0,0241";"0,0103";"14,0291";"0,0207";"0,3226"
"0,2940";"0,0246";"0,0106";"14,3761";"0,0212";"0,3305"
"0,3000";"0,0252";"0,0108";"14,7203";"0,0217";"0,3384"
"0,3060";"0,0257";"0,0111";"15,0525";"0,0221";"0,3461"
"0,3120";"0,0262";"0,0113";"15,3653";"0,0226";"0,3533"
"0,3180";"0,0267";"0,0115";"15,6829";"0,0230";"0,3606"
"0,3240";"0,0272";"0,0117";"16,0181";"0,0235";"0,3683"
"0,3300";"0,0277";"0,0120";"16,3334";"0,0239";"0,3755"
"0,3360";"0,0282";"0,0122";"16,6548";"0,0243";"0,3829"
"0,3420";"0,0287";"0,0124";"16,9997";"0,0248";"0,3909"
"0,3480";"0,0292";"0,0126";"17,3768";"0,0252";"0,3995"
"0,3540";"0,0297";"0,0129";"17,7188";"0,0257";"0,4074"
"0,3600";"0,0302";"0,0131";"18,0793";"0,0262";"0,4157"
"0,3660";"0,0306";"0,0133";"18,4477";"0,0267";"0,4241"
"0,3720";"0,0311";"0,0136";"18,7746";"0,0272";"0,4317"
"0,3780";"0,0317";"0,0139";"19,1009";"0,0277";"0,4392"
"0,3840";"0,0321";"0,0141";"19,4505";"0,0282";"0,4472"
"0,3900";"0,0326";"0,0143";"19,8054";"0,0287";"0,4554"
"0,3960";"0,0331";"0,0146";"20,1520";"0,0291";"0,4633"
"0,4020";"0,0336";"0,0148";"20,4994";"0,0296";"0,4713"
"0,4080";"0,0341";"0,0150";"20,8560";"0,0300";"0,4795"
"0,4140";"0,0346";"0,0152";"21,1906";"0,0305";"0,4872"
"0,4200";"0,0351";"0,0154";"21,5147";"0,0309";"0,4947"
"0,4260";"0,0357";"0,0157";"21,8225";"0,0313";"0,5017"
"0,4320";"0,0362";"0,0159";"22,1407";"0,0318";"0,5091"
"0,4380";"0,0367";"0,0161";"22,4305";"0,0322";"0,5157"
"0,4440";"0,0372";"0,0163";"22,6805";"0,0327";"0,5215"
"0,4500";"0,0377";"0,0166";"22,9264";"0,0331";"0,5271"
"0,4560";"0,0382";"0,0168";"23,1923";"0,0335";"0,5332"
"0,4620";"0,0387";"0,0170";"23,5189";"0,0340";"0,5407"
"0,4680";"0,0392";"0,0172";"23,8510";"0,0344";"0,5484"
"0,4740";"0,0397";"0,0175";"24,2077";"0,0349";"0,5566"
"0,4800";"0,0402";"0,0177";"24,5731";"0,0354";"0,5650"
"0,4860";"0,0407";"0,0179";"24,9229";"0,0359";"0,5730"
"0,4920";"0,0411";"0,0182";"25,2536";"0,0364";"0,5806"
"0,4980";"0,0417";"0,0184";"25,6089";"0,0368";"0,5888"
"0,5040";"0,0422";"0,0186";"25,9787";"0,0373";"0,5973"
"0,5100";"0,0426";"0,0189";"26,3437";"0,0377";"0,6057"
"0,5160";"0,0431";"0,0191";"26,6521";"0,0381";"0,6128"
"0,5220";"0,0436";"0,0193";"26,9708";"0,0386";"0,6201"
"0,5280";"0,0441";"0,0195";"27,3170";"0,0390";"0,6281"
"0,5340";"0,0446";"0,0198";"27,6631";"0,0395";"0,6360"
"0,5400";"0,0452";"0,0200";"28,0124";"0,0399";"0,6441"
"0,5460";"0,0457";"0,0202";"28,2994";"0,0404";"0,6506"
"0,5520";"0,0462";"0,0204";"28,6086";"0,0408";"0,6578"
"0,5580";"0,0467";"0,0206";"28,9450";"0,0413";"0,6655"
"0,5640";"0,0472";"0,0209";"29,3059";"0,0418";"0,6738"
"0,5700";"0,0478";"0,0212";"29,6546";"0,0423";"0,6818"
"0,5760";"0,0483";"0,0214";"29,9796";"0,0428";"0,6893"
"0,5820";"0,0487";"0,0217";"30,2771";"0,0433";"0,6961"
"0,5880";"0,0492";"0,0219";"30,5705";"0,0438";"0,7029"
"0,5940";"0,0497";"0,0221";"30,8529";"0,0443";"0,7094"
"0,6000";"0,0502";"0,0223";"31,1244";"0,0447";"0,7156"
"0,6060";"0,0507";"0,0225";"31,4445";"0,0451";"0,7230"
"0,6120";"0,0512";"0,0227";"31,7446";"0,0455";"0,7299"
"0,6180";"0,0516";"0,0230";"32,0630";"0,0459";"0,7372"
"0,6240";"0,0521";"0,0232";"32,3820";"0,0464";"0,7445"
"0,6300";"0,0526";"0,0234";"32,6982";"0,0469";"0,7518"
"0,6360";"0,0531";"0,0237";"32,9722";"0,0473";"0,7581"
"0,6420";"0,0536";"0,0239";"33,2568";"0,0478";"0,7646"
"0,6480";"0,0541";"0,0241";"33,5884";"0,0482";"0,7723"
"0,6540";"0,0546";"0,0244";"33,9183";"0,0487";"0,7798"
"0,6600";"0,0551";"0,0246";"34,2397";"0,0492";"0,7872"
"0,6660";"0,0557";"0,0248";"34,5697";"0,0497";"0,7948"
"0,6720";"0,0562";"0,0251";"34,8940";"0,0502";"0,8023"
"0,6780";"0,0567";"0,0254";"35,2194";"0,0507";"0,8098"
"0,6840";"0,0572";"0,0256";"35,5536";"0,0512";"0,8174"
"0,6900";"0,0577";"0,0258";"35,9304";"0,0517";"0,8261"
"0,6960";"0,0582";"0,0261";"36,2985";"0,0521";"0,8346"
"0,7020";"0,0587";"0,0263";"36,6384";"0,0525";"0,8424"
"0,7080";"0,0592";"0,0265";"36,9566";"0,0530";"0,8497"
"0,7140";"0,0597";"0,0267";"37,2766";"0,0534";"0,8571"
"0,7200";"0,0602";"0,0270";"37,5970";"0,0539";"0,8644"
"0,7260";"0,0606";"0,0272";"37,9127";"0,0543";"0,8717"
"0,7320";"0,0611";"0,0274";"38,1894";"0,0548";"0,8780"
"0,7380";"0,0616";"0,0276";"38,4615";"0,0552";"0,8843"
"0,7440";"0,0621";"0,0278";"38,7462";"0,0557";"0,8908"
"0,7500";"0,0626";"0,0280";"39,0210";"0,0561";"0,8972"
"0,7560";"0,0632";"0,0283";"39,3261";"0,0565";"0,9042"
"0,7620";"0,0636";"0,0285";"39,6434";"0,0570";"0,9115"
"0,7680";"0,0641";"0,0288";"39,9452";"0,0575";"0,9184"
"0,7740";"0,0646";"0,0290";"40,2538";"0,0581";"0,9255"
"0,7800";"0,0651";"0,0293";"40,5751";"0,0585";"0,9329"
"0,7860";"0,0657";"0,0295";"40,9364";"0,0590";"0,9412"
"0,7920";"0,0662";"0,0297";"41,3190";"0,0595";"0,9500"
"0,7980";"0,0667";"0,0300";"41,6016";"0,0599";"0,9565"
"0,8040";"0,0672";"0,0302";"41,8674";"0,0604";"0,9626"
"0,8100";"0,0677";"0,0304";"42,1348";"0,0608";"0,9687"
"0,8160";"0,0682";"0,0306";"42,4203";"0,0613";"0,9753"
"0,8220";"0,0687";"0,0309";"42,7313";"0,0617";"0,9825"
"0,8280";"0,0692";"0,0311";"43,0595";"0,0622";"0,9900"
"0,8340";"0,0697";"0,0313";"43,3802";"0,0626";"0,9974"
"0,8400";"0,0702";"0,0315";"43,6981";"0,0631";"1,0047"
"0,8460";"0,0707";"0,0318";"44,0078";"0,0636";"1,0118"
"0,8520";"0,0711";"0,0320";"44,3013";"0,0641";"1,0186"
"0,8580";"0,0716";"0,0323";"44,5826";"0,0645";"1,0250"
"0,8640";"0,0722";"0,0325";"44,8754";"0,0650";"1,0318"
"0,8700";"0,0726";"0,0327";"45,1593";"0,0654";"1,0383"
"0,8760";"0,0732";"0,0330";"45,3920";"0,0659";"1,0436"
"0,8820";"0,0737";"0,0332";"45,6459";"0,0664";"1,0495"
"0,8880";"0,0741";"0,0334";"45,9318";"0,0669";"1,0560"
"0,8940";"0,0746";"0,0337";"46,1962";"0,0673";"1,0621"
"0,9000";"0,0751";"0,0339";"46,5074";"0,0678";"1,0693"
"0,9060";"0,0756";"0,0341";"46,8374";"0,0682";"1,0769"
"0,9120";"0,0762";"0,0343";"47,1603";"0,0686";"1,0843"
"0,9180";"0,0767";"0,0345";"47,4956";"0,0691";"1,0920"
"0,9240";"0,0772";"0,0348";"47,8265";"0,0695";"1,0996"
"0,9300";"0,0777";"0,0350";"48,1513";"0,0700";"1,1071"
"0,9360";"0,0782";"0,0352";"48,4542";"0,0705";"1,1140"
"0,9420";"0,0787";"0,0355";"48,7666";"0,0709";"1,1212"
"0,9480";"0,0792";"0,0357";"49,1038";"0,0713";"1,1290"
"0,9540";"0,0797";"0,0359";"49,4690";"0,0717";"1,1374"
"0,9600";"0,0802";"0,0361";"49,8052";"0,0721";"1,1451"
"0,9660";"0,0807";"0,0363";"50,1120";"0,0726";"1,1522"
"0,9720";"0,0812";"0,0365";"50,4376";"0,0731";"1,1596"
"0,9780";"0,0816";"0,0368";"50,7900";"0,0735";"1,1677"
"0,9840";"0,0821";"0,0370";"51,1043";"0,0740";"1,1750"
"0,9900";"0,0827";"0,0372";"51,3947";"0,0744";"1,1817"
"0,9960";"0,0831";"0,0375";"51,6901";"0,0749";"1,1884"
"1,0020";"0,0837";"0,0377";"52,0251";"0,0754";"1,1961"
"1,0080";"0,0842";"0,0379";"52,3692";"0,0758";"1,2041"
"1,0140";"0,0846";"0,0381";"52,7110";"0,0763";"1,2119"
"1,0200";"0,0851";"0,0384";"53,0085";"0,0767";"1,2188"
"1,0260";"0,0856";"0,0386";"53,3005";"0,0772";"1,2255"
"1,0320";"0,0861";"0,0388";"53,6195";"0,0776";"1,2328"
"1,0380";"0,0867";"0,0390";"53,9185";"0,0781";"1,2397"
"1,0440";"0,0872";"0,0393";"54,1938";"0,0785";"1,2460"
"1,0500";"0,0877";"0,0395";"54,4852";"0,0790";"1,2527"
"1,0560";"0,0882";"0,0397";"54,7655";"0,0795";"1,2592"
"1,0620";"0,0887";"0,0400";"55,0686";"0,0799";"1,2661"
"1,0680";"0,0892";"0,0402";"55,3840";"0,0804";"1,2734"
"1,0740";"0,0897";"0,0404";"55,6922";"0,0809";"1,2805"
"1,0800";"0,0902";"0,0406";"56,0134";"0,0813";"1,2878"
"1,0860";"0,0907";"0,0408";"56,3623";"0,0817";"1,2959"
"1,0920";"0,0912";"0,0410";"56,7186";"0,0821";"1,3041"
"1,0980";"0,0917";"0,0413";"57,0565";"0,0825";"1,3118"
"1,1040";"0,0922";"0,0415";"57,3328";"0,0830";"1,3182"
"1,1100";"0,0926";"0,0417";"57,5880";"0,0834";"1,3240"
"1,1160";"0,0932";"0,0420";"57,8362";"0,0839";"1,3298"
