Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0029";"0,0000";"0,2039";"0,0000";"0,0047"
"0,0060";"0,0029";"0,0000";"0,1532";"0,0001";"0,0035"
"0,0120";"0,0031";"0,0001";"0,1085";"0,0002";"0,0025"
"0,0180";"0,0032";"0,0001";"0,0670";"0,0002";"0,0015"
"0,0240";"0,0034";"0,0001";"0,0498";"0,0002";"0,0011"
"0,0300";"0,0036";"0,0002";"0,0728";"0,0003";"0,0017"
"0,0360";"0,0040";"0,0002";"0,1572";"0,0004";"0,0036"
"0,0420";"0,0044";"0,0003";"0,3014";"0,0006";"0,0069"
"0,0480";"0,0049";"0,0004";"0,4850";"0,0008";"0,0112"
"0,0540";"0,0054";"0,0005";"0,6725";"0,0010";"0,0155"
"0,0600";"0,0059";"0,0007";"0,8875";"0,0014";"0,0204"
"0,0660";"0,0065";"0,0009";"1,1069";"0,0017";"0,0254"
"0,0720";"0,0072";"0,0010";"1,3317";"0,0021";"0,0306"
"0,0780";"0,0078";"0,0012";"1,6026";"0,0025";"0,0368"
"0,0840";"0,0084";"0,0015";"1,9503";"0,0029";"0,0448"
"0,0900";"0,0090";"0,0017";"2,3253";"0,0034";"0,0535"
"0,0960";"0,0096";"0,0020";"2,6820";"0,0040";"0,0617"
"0,1020";"0,0102";"0,0023";"3,0662";"0,0045";"0,0705"
"0,1080";"0,0109";"0,0026";"3,4708";"0,0051";"0,0798"
"0,1140";"0,0115";"0,0029";"3,8545";"0,0057";"0,0886"
"0,1200";"0,0121";"0,0032";"4,2549";"0,0064";"0,0978"
"0,1260";"0,0127";"0,0035";"4,6826";"0,0070";"0,1077"
"0,1320";"0,0133";"0,0038";"5,1190";"0,0076";"0,1177"
"0,1380";"0,0138";"0,0041";"5,5729";"0,0081";"0,1281"
"0,1440";"0,0145";"0,0044";"6,0074";"0,0087";"0,1381"
"0,1500";"0,0151";"0,0047";"6,4241";"0,0094";"0,1477"
"0,1560";"0,0156";"0,0050";"6,8199";"0,0100";"0,1568"
"0,1620";"0,0162";"0,0053";"7,2013";"0,0106";"0,1656"
"0,1680";"0,0167";"0,0056";"7,6020";"0,0111";"0,1748"
"0,1740";"0,0172";"0,0058";"8,0212";"0,0117";"0,1844"
"0,1800";"0,0178";"0,0061";"8,4116";"0,0122";"0,1934"
"0,1860";"0,0183";"0,0064";"8,7604";"0,0127";"0,2014"
"0,1920";"0,0189";"0,0066";"9,1216";"0,0133";"0,2097"
"0,1980";"0,0193";"0,0069";"9,5001";"0,0138";"0,2184"
"0,2040";"0,0199";"0,0072";"9,8663";"0,0144";"0,2268"
"0,2100";"0,0204";"0,0075";"10,2356";"0,0150";"0,2353"
"0,2160";"0,0209";"0,0078";"10,5891";"0,0155";"0,2435"
"0,2220";"0,0214";"0,0080";"10,8768";"0,0161";"0,2501"
"0,2280";"0,0219";"0,0083";"11,1712";"0,0166";"0,2568"
"0,2340";"0,0224";"0,0085";"11,5274";"0,0170";"0,2650"
"0,2400";"0,0229";"0,0087";"11,9166";"0,0174";"0,2740"
"0,2460";"0,0235";"0,0090";"12,2905";"0,0179";"0,2826"
"0,2520";"0,0239";"0,0092";"12,6207";"0,0184";"0,2902"
"0,2580";"0,0245";"0,0094";"12,9488";"0,0188";"0,2977"
"0,2640";"0,0250";"0,0097";"13,2782";"0,0193";"0,3053"
"0,2700";"0,0256";"0,0099";"13,6160";"0,0198";"0,3131"
"0,2760";"0,0261";"0,0102";"13,9204";"0,0204";"0,3201"
"0,2820";"0,0266";"0,0104";"14,2260";"0,0209";"0,3271"
"0,2880";"0,0271";"0,0107";"14,5257";"0,0214";"0,3340"
"0,2940";"0,0276";"0,0109";"14,8414";"0,0219";"0,3412"
"0,3000";"0,0281";"0,0112";"15,1269";"0,0224";"0,3478"
"0,3060";"0,0286";"0,0114";"15,4155";"0,0229";"0,3544"
"0,3120";"0,0291";"0,0117";"15,7419";"0,0234";"0,3619"
"0,3180";"0,0296";"0,0119";"16,0973";"0,0238";"0,3701"
"0,3240";"0,0301";"0,0121";"16,4516";"0,0243";"0,3783"
"0,3300";"0,0305";"0,0124";"16,8369";"0,0248";"0,3871"
"0,3360";"0,0310";"0,0126";"17,1885";"0,0252";"0,3952"
"0,3420";"0,0316";"0,0129";"17,5178";"0,0257";"0,4028"
"0,3480";"0,0320";"0,0131";"17,8333";"0,0262";"0,4100"
"0,3540";"0,0325";"0,0133";"18,1175";"0,0267";"0,4166"
"0,3600";"0,0330";"0,0136";"18,4524";"0,0271";"0,4243"
"0,3660";"0,0335";"0,0138";"18,8127";"0,0276";"0,4325"
"0,3720";"0,0340";"0,0140";"19,1694";"0,0281";"0,4407"
"0,3780";"0,0345";"0,0143";"19,5040";"0,0286";"0,4484"
"0,3840";"0,0350";"0,0145";"19,8186";"0,0290";"0,4557"
"0,3900";"0,0356";"0,0148";"20,1337";"0,0295";"0,4629"
"0,3960";"0,0361";"0,0150";"20,4342";"0,0300";"0,4698"
"0,4020";"0,0366";"0,0153";"20,7511";"0,0305";"0,4771"
"0,4080";"0,0371";"0,0155";"21,0646";"0,0310";"0,4843"
"0,4140";"0,0376";"0,0158";"21,3850";"0,0315";"0,4917"
"0,4200";"0,0381";"0,0160";"21,7113";"0,0321";"0,4992"
"0,4260";"0,0386";"0,0163";"22,0688";"0,0325";"0,5074"
"0,4320";"0,0391";"0,0165";"22,4886";"0,0330";"0,5171"
"0,4380";"0,0396";"0,0168";"22,8876";"0,0335";"0,5262"
"0,4440";"0,0401";"0,0170";"23,2738";"0,0341";"0,5351"
"0,4500";"0,0406";"0,0173";"23,6334";"0,0346";"0,5434"
"0,4560";"0,0411";"0,0176";"23,9717";"0,0351";"0,5511"
"0,4620";"0,0416";"0,0178";"24,2975";"0,0356";"0,5586"
"0,4680";"0,0421";"0,0180";"24,6287";"0,0360";"0,5663"
"0,4740";"0,0425";"0,0183";"24,9462";"0,0365";"0,5736"
"0,4800";"0,0430";"0,0185";"25,2169";"0,0370";"0,5798"
"0,4860";"0,0436";"0,0187";"25,5020";"0,0375";"0,5863"
"0,4920";"0,0440";"0,0190";"25,8253";"0,0380";"0,5938"
"0,4980";"0,0445";"0,0192";"26,1417";"0,0384";"0,6010"
"0,5040";"0,0451";"0,0194";"26,4469";"0,0389";"0,6081"
"0,5100";"0,0456";"0,0197";"26,7825";"0,0394";"0,6158"
"0,5160";"0,0461";"0,0199";"27,0877";"0,0399";"0,6228"
"0,5220";"0,0467";"0,0202";"27,3809";"0,0404";"0,6295"
"0,5280";"0,0471";"0,0204";"27,7180";"0,0409";"0,6373"
"0,5340";"0,0477";"0,0207";"28,0565";"0,0414";"0,6451"
"0,5400";"0,0482";"0,0209";"28,3917";"0,0419";"0,6528"
"0,5460";"0,0486";"0,0212";"28,6915";"0,0424";"0,6597"
"0,5520";"0,0491";"0,0215";"28,9977";"0,0429";"0,6667"
