Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0000";"0,0000";"0,0286";"0,0000";"0,0007"
"0,0060";"0,0000";"0,0000";"0,0535";"0,0000";"0,0013"
"0,0120";"0,0001";"0,0000";"-0,0136";"0,0001";"-0,0003"
"0,0180";"0,0003";"0,0000";"-0,0400";"0,0001";"-0,0010"
"0,0240";"0,0004";"0,0000";"-0,0689";"0,0001";"-0,0017"
"0,0300";"0,0007";"0,0001";"-0,0716";"0,0001";"-0,0018"
"0,0360";"0,0010";"0,0001";"-0,0496";"0,0002";"-0,0012"
"0,0420";"0,0013";"0,0001";"0,0082";"0,0003";"0,0002"
"0,0480";"0,0018";"0,0002";"0,1249";"0,0004";"0,0031"
"0,0540";"0,0022";"0,0003";"0,3270";"0,0006";"0,0081"
"0,0600";"0,0027";"0,0004";"0,5700";"0,0008";"0,0141"
"0,0660";"0,0033";"0,0005";"0,8593";"0,0011";"0,0213"
"0,0720";"0,0039";"0,0007";"1,1813";"0,0013";"0,0293"
"0,0780";"0,0044";"0,0008";"1,5835";"0,0017";"0,0392"
"0,0840";"0,0050";"0,0010";"2,0564";"0,0019";"0,0509"
"0,0900";"0,0056";"0,0011";"2,5648";"0,0023";"0,0635"
"0,0960";"0,0062";"0,0014";"3,1184";"0,0027";"0,0772"
"0,1020";"0,0069";"0,0016";"3,6439";"0,0032";"0,0903"
"0,1080";"0,0074";"0,0018";"4,1833";"0,0036";"0,1036"
"0,1140";"0,0080";"0,0020";"4,7309";"0,0041";"0,1172"
"0,1200";"0,0086";"0,0023";"5,2923";"0,0046";"0,1311"
"0,1260";"0,0092";"0,0025";"5,8630";"0,0050";"0,1452"
"0,1320";"0,0098";"0,0028";"6,4336";"0,0055";"0,1594"
"0,1380";"0,0104";"0,0030";"6,9855";"0,0061";"0,1730"
"0,1440";"0,0110";"0,0033";"7,5352";"0,0066";"0,1866"
"0,1500";"0,0116";"0,0036";"8,0786";"0,0071";"0,2001"
"0,1560";"0,0122";"0,0038";"8,6090";"0,0077";"0,2132"
"0,1620";"0,0127";"0,0041";"9,1244";"0,0082";"0,2260"
"0,1680";"0,0133";"0,0044";"9,6426";"0,0087";"0,2388"
"0,1740";"0,0139";"0,0046";"10,1660";"0,0092";"0,2518"
"0,1800";"0,0145";"0,0048";"10,7387";"0,0097";"0,2660"
"0,1860";"0,0151";"0,0051";"11,3199";"0,0102";"0,2804"
"0,1920";"0,0156";"0,0053";"11,9444";"0,0107";"0,2959"
"0,1980";"0,0162";"0,0056";"12,5412";"0,0112";"0,3106"
"0,2040";"0,0168";"0,0058";"13,1071";"0,0117";"0,3247"
"0,2100";"0,0173";"0,0061";"13,6083";"0,0121";"0,3371"
"0,2160";"0,0178";"0,0063";"14,0552";"0,0126";"0,3481"
"0,2220";"0,0183";"0,0065";"14,4686";"0,0131";"0,3584"
"0,2280";"0,0189";"0,0068";"14,9186";"0,0135";"0,3695"
"0,2340";"0,0193";"0,0070";"15,3878";"0,0140";"0,3811"
"0,2400";"0,0199";"0,0072";"15,8430";"0,0145";"0,3924"
"0,2460";"0,0204";"0,0074";"16,2654";"0,0149";"0,4029"
"0,2520";"0,0209";"0,0077";"16,6921";"0,0153";"0,4134"
"0,2580";"0,0214";"0,0078";"17,1859";"0,0157";"0,4257"
"0,2640";"0,0220";"0,0080";"17,6448";"0,0161";"0,4370"
"0,2700";"0,0224";"0,0082";"18,0848";"0,0164";"0,4479"
"0,2760";"0,0230";"0,0084";"18,5915";"0,0168";"0,4605"
"0,2820";"0,0235";"0,0086";"19,1531";"0,0172";"0,4744"
"0,2880";"0,0240";"0,0088";"19,7127";"0,0176";"0,4883"
"0,2940";"0,0246";"0,0090";"20,2629";"0,0181";"0,5019"
"0,3000";"0,0251";"0,0092";"20,8031";"0,0185";"0,5153"
"0,3060";"0,0256";"0,0095";"21,3014";"0,0190";"0,5276"
"0,3120";"0,0261";"0,0097";"21,7593";"0,0194";"0,5390"
"0,3180";"0,0266";"0,0099";"22,1843";"0,0198";"0,5495"
"0,3240";"0,0271";"0,0101";"22,5973";"0,0202";"0,5597"
"0,3300";"0,0276";"0,0103";"23,0149";"0,0206";"0,5701"
"0,3360";"0,0281";"0,0105";"23,4513";"0,0211";"0,5809"
"0,3420";"0,0286";"0,0108";"23,8398";"0,0215";"0,5905"
"0,3480";"0,0291";"0,0110";"24,2405";"0,0219";"0,6004"
"0,3540";"0,0296";"0,0112";"24,6698";"0,0224";"0,6110"
"0,3600";"0,0301";"0,0114";"25,0959";"0,0228";"0,6216"
"0,3660";"0,0305";"0,0116";"25,5281";"0,0232";"0,6323"
"0,3720";"0,0311";"0,0118";"25,9979";"0,0237";"0,6439"
"0,3780";"0,0316";"0,0120";"26,4599";"0,0241";"0,6554"
"0,3840";"0,0320";"0,0123";"26,9169";"0,0245";"0,6667"
"0,3900";"0,0326";"0,0125";"27,3322";"0,0249";"0,6770"
"0,3960";"0,0331";"0,0127";"27,7833";"0,0254";"0,6882"
"0,4020";"0,0335";"0,0129";"28,2552";"0,0258";"0,6999"
"0,4080";"0,0340";"0,0130";"28,7452";"0,0261";"0,7120"
"0,4140";"0,0346";"0,0132";"29,2214";"0,0264";"0,7238"
"0,4200";"0,0351";"0,0134";"29,6831";"0,0268";"0,7352"
"0,4260";"0,0356";"0,0136";"30,1044";"0,0271";"0,7457"
"0,4320";"0,0361";"0,0138";"30,4939";"0,0275";"0,7553"
"0,4380";"0,0366";"0,0140";"30,9085";"0,0279";"0,7656"
"0,4440";"0,0371";"0,0142";"31,3021";"0,0284";"0,7753"
"0,4500";"0,0377";"0,0144";"31,6904";"0,0288";"0,7849"
"0,4560";"0,0381";"0,0146";"32,0817";"0,0292";"0,7946"
"0,4620";"0,0386";"0,0148";"32,5167";"0,0296";"0,8054"
"0,4680";"0,0391";"0,0150";"33,0085";"0,0301";"0,8176"
"0,4740";"0,0396";"0,0153";"33,5273";"0,0306";"0,8304"
"0,4800";"0,0401";"0,0155";"34,0041";"0,0310";"0,8423"
"0,4860";"0,0406";"0,0157";"34,4555";"0,0314";"0,8534"
"0,4920";"0,0411";"0,0159";"34,8794";"0,0319";"0,8639"
"0,4980";"0,0416";"0,0161";"35,3227";"0,0323";"0,8749"
"0,5040";"0,0421";"0,0163";"35,7702";"0,0326";"0,8860"
"0,5100";"0,0426";"0,0165";"36,1946";"0,0330";"0,8965"
"0,5160";"0,0431";"0,0167";"36,6442";"0,0334";"0,9076"
"0,5220";"0,0436";"0,0169";"37,0808";"0,0337";"0,9185"
"0,5280";"0,0441";"0,0171";"37,5437";"0,0341";"0,9299"
"0,5340";"0,0446";"0,0172";"38,0103";"0,0345";"0,9415"
"0,5400";"0,0451";"0,0174";"38,4683";"0,0349";"0,9528"
"0,5460";"0,0456";"0,0177";"38,8828";"0,0353";"0,9631"
"0,5520";"0,0462";"0,0179";"39,3170";"0,0358";"0,9738"
"0,5580";"0,0467";"0,0181";"39,7787";"0,0362";"0,9853"
"0,5640";"0,0472";"0,0183";"40,2379";"0,0366";"0,9967"
"0,5700";"0,0477";"0,0185";"40,5975";"0,0370";"1,0056"
"0,5760";"0,0482";"0,0187";"40,9562";"0,0374";"1,0145"
"0,5820";"0,0486";"0,0190";"41,3032";"0,0379";"1,0230"
"0,5880";"0,0492";"0,0192";"41,6869";"0,0383";"1,0325"
"0,5940";"0,0496";"0,0194";"42,1224";"0,0387";"1,0433"
"0,6000";"0,0501";"0,0196";"42,5997";"0,0391";"1,0552"
"0,6060";"0,0506";"0,0198";"43,0501";"0,0395";"1,0663"
"0,6120";"0,0511";"0,0199";"43,4835";"0,0399";"1,0770"
"0,6180";"0,0516";"0,0201";"43,9368";"0,0402";"1,0883"
"0,6240";"0,0521";"0,0203";"44,4275";"0,0406";"1,1004"
"0,6300";"0,0526";"0,0204";"44,9609";"0,0409";"1,1136"
"0,6360";"0,0530";"0,0207";"45,4686";"0,0413";"1,1262"
"0,6420";"0,0536";"0,0209";"45,9251";"0,0417";"1,1375"
"0,6480";"0,0541";"0,0211";"46,3714";"0,0421";"1,1486"
"0,6540";"0,0545";"0,0212";"46,8392";"0,0425";"1,1602"
"0,6600";"0,0551";"0,0214";"47,3203";"0,0429";"1,1721"
"0,6660";"0,0557";"0,0217";"47,7691";"0,0433";"1,1832"
"0,6720";"0,0561";"0,0219";"48,1762";"0,0437";"1,1933"
"0,6780";"0,0567";"0,0221";"48,6267";"0,0441";"1,2044"
"0,6840";"0,0572";"0,0223";"49,0601";"0,0445";"1,2152"
"0,6900";"0,0577";"0,0225";"49,5092";"0,0449";"1,2263"
"0,6960";"0,0582";"0,0227";"49,9527";"0,0454";"1,2373"
"0,7020";"0,0587";"0,0229";"50,3720";"0,0458";"1,2477"
"0,7080";"0,0591";"0,0231";"50,8008";"0,0462";"1,2583"
"0,7140";"0,0596";"0,0233";"51,2172";"0,0465";"1,2686"
"0,7200";"0,0601";"0,0234";"51,6540";"0,0469";"1,2794"
"0,7260";"0,0606";"0,0236";"52,0616";"0,0473";"1,2895"
"0,7320";"0,0611";"0,0238";"52,4592";"0,0476";"1,2994"
"0,7380";"0,0616";"0,0240";"52,8753";"0,0480";"1,3097"
"0,7440";"0,0621";"0,0242";"53,3023";"0,0483";"1,3203"
