Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0142";"-0,0001";"-0,0343";"-0,0001";"-0,0009"
"0,0060";"0,0142";"-0,0001";"0,0199";"-0,0002";"0,0005"
"0,0120";"0,0144";"-0,0001";"0,0283";"-0,0002";"0,0007"
"0,0180";"0,0145";"-0,0001";"-0,0091";"-0,0002";"-0,0002"
"0,0240";"0,0147";"-0,0001";"-0,0260";"-0,0002";"-0,0007"
"0,0300";"0,0149";"-0,0001";"-0,0061";"-0,0001";"-0,0002"
"0,0360";"0,0152";"0,0000";"0,0573";"-0,0001";"0,0015"
"0,0420";"0,0156";"0,0000";"0,1652";"0,0000";"0,0043"
"0,0480";"0,0160";"0,0001";"0,2377";"0,0002";"0,0061"
"0,0540";"0,0166";"0,0002";"0,3346";"0,0004";"0,0087"
"0,0600";"0,0171";"0,0004";"0,5097";"0,0007";"0,0132"
"0,0660";"0,0177";"0,0005";"0,8152";"0,0010";"0,0211"
"0,0720";"0,0183";"0,0007";"1,2294";"0,0014";"0,0318"
"0,0780";"0,0189";"0,0009";"1,7010";"0,0018";"0,0440"
"0,0840";"0,0195";"0,0011";"2,2029";"0,0022";"0,0570"
"0,0900";"0,0201";"0,0013";"2,7253";"0,0026";"0,0705"
"0,0960";"0,0208";"0,0016";"3,2597";"0,0031";"0,0843"
"0,1020";"0,0215";"0,0018";"3,8630";"0,0037";"0,0999"
"0,1080";"0,0221";"0,0021";"4,4697";"0,0042";"0,1156"
"0,1140";"0,0227";"0,0024";"5,0579";"0,0048";"0,1308"
"0,1200";"0,0233";"0,0027";"5,6791";"0,0053";"0,1469"
"0,1260";"0,0239";"0,0029";"6,3525";"0,0059";"0,1643"
"0,1320";"0,0246";"0,0032";"7,0068";"0,0065";"0,1812"
"0,1380";"0,0252";"0,0035";"7,6443";"0,0070";"0,1977"
"0,1440";"0,0258";"0,0038";"8,2434";"0,0076";"0,2132"
"0,1500";"0,0264";"0,0041";"8,7625";"0,0081";"0,2266"
"0,1560";"0,0269";"0,0043";"9,2913";"0,0086";"0,2403"
"0,1620";"0,0275";"0,0046";"9,8578";"0,0092";"0,2549"
"0,1680";"0,0280";"0,0049";"10,4263";"0,0097";"0,2696"
"0,1740";"0,0286";"0,0051";"11,0151";"0,0102";"0,2849"
"0,1800";"0,0291";"0,0054";"11,6001";"0,0107";"0,3000"
"0,1860";"0,0296";"0,0056";"12,1474";"0,0112";"0,3141"
"0,1920";"0,0301";"0,0058";"12,6477";"0,0117";"0,3271"
"0,1980";"0,0306";"0,0061";"13,1192";"0,0121";"0,3393"
"0,2040";"0,0312";"0,0063";"13,6197";"0,0125";"0,3522"
"0,2100";"0,0317";"0,0065";"14,0891";"0,0130";"0,3643"
"0,2160";"0,0322";"0,0068";"14,5328";"0,0135";"0,3758"
"0,2220";"0,0327";"0,0070";"14,9757";"0,0140";"0,3873"
"0,2280";"0,0332";"0,0072";"15,3838";"0,0145";"0,3978"
