Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0097";"-0,0001";"0,0061";"-0,0002";"0,0002"
"0,0060";"0,0097";"-0,0001";"-0,0642";"-0,0002";"-0,0017"
"0,0120";"0,0099";"-0,0001";"-0,0888";"-0,0002";"-0,0023"
"0,0180";"0,0100";"-0,0001";"-0,0950";"-0,0002";"-0,0025"
"0,0240";"0,0102";"-0,0001";"-0,0272";"-0,0002";"-0,0007"
"0,0300";"0,0104";"-0,0001";"0,0781";"-0,0001";"0,0021"
"0,0360";"0,0108";"0,0000";"0,1796";"0,0000";"0,0047"
"0,0420";"0,0111";"0,0001";"0,2830";"0,0001";"0,0075"
"0,0480";"0,0116";"0,0002";"0,4430";"0,0003";"0,0117"
"0,0540";"0,0122";"0,0003";"0,6445";"0,0005";"0,0170"
"0,0600";"0,0127";"0,0004";"0,8978";"0,0008";"0,0237"
"0,0660";"0,0133";"0,0005";"1,2270";"0,0011";"0,0324"
"0,0720";"0,0139";"0,0007";"1,6044";"0,0014";"0,0423"
"0,0780";"0,0146";"0,0009";"2,0468";"0,0017";"0,0540"
"0,0840";"0,0153";"0,0011";"2,5086";"0,0022";"0,0662"
"0,0900";"0,0159";"0,0014";"3,0138";"0,0027";"0,0795"
"0,0960";"0,0166";"0,0016";"3,5378";"0,0032";"0,0933"
"0,1020";"0,0171";"0,0019";"4,0840";"0,0037";"0,1078"
"0,1080";"0,0178";"0,0021";"4,6230";"0,0043";"0,1220"
"0,1140";"0,0184";"0,0024";"5,2321";"0,0048";"0,1380"
"0,1200";"0,0190";"0,0026";"5,8621";"0,0052";"0,1547"
"0,1260";"0,0196";"0,0029";"6,5306";"0,0057";"0,1723"
"0,1320";"0,0201";"0,0031";"7,1229";"0,0063";"0,1879"
"0,1380";"0,0207";"0,0034";"7,6622";"0,0068";"0,2022"
"0,1440";"0,0213";"0,0036";"8,2237";"0,0073";"0,2170"
"0,1500";"0,0218";"0,0039";"8,7777";"0,0078";"0,2316"
"0,1560";"0,0224";"0,0042";"9,3333";"0,0083";"0,2463"
"0,1620";"0,0229";"0,0044";"9,8617";"0,0088";"0,2602"
"0,1680";"0,0235";"0,0046";"10,3770";"0,0092";"0,2738"
"0,1740";"0,0241";"0,0048";"10,9189";"0,0097";"0,2881"
"0,1800";"0,0246";"0,0051";"11,4415";"0,0101";"0,3019"
"0,1860";"0,0252";"0,0053";"11,9399";"0,0105";"0,3150"
