Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0138";"0,0001";"0,0417";"0,0002";"0,0011"
"0,0060";"0,0138";"0,0001";"0,0615";"0,0002";"0,0016"
"0,0120";"0,0139";"0,0001";"0,0428";"0,0003";"0,0011"
"0,0180";"0,0140";"0,0002";"0,0150";"0,0003";"0,0004"
"0,0240";"0,0141";"0,0002";"0,0042";"0,0003";"0,0001"
"0,0300";"0,0144";"0,0002";"0,0273";"0,0003";"0,0007"
"0,0360";"0,0147";"0,0002";"0,0876";"0,0003";"0,0023"
"0,0420";"0,0151";"0,0002";"0,1742";"0,0004";"0,0045"
"0,0480";"0,0154";"0,0002";"0,2718";"0,0005";"0,0071"
"0,0540";"0,0160";"0,0003";"0,3696";"0,0006";"0,0096"
"0,0600";"0,0165";"0,0004";"0,5186";"0,0008";"0,0135"
"0,0660";"0,0171";"0,0006";"0,7828";"0,0011";"0,0204"
"0,0720";"0,0177";"0,0008";"1,1198";"0,0015";"0,0291"
"0,0780";"0,0183";"0,0009";"1,5308";"0,0019";"0,0398"
"0,0840";"0,0189";"0,0012";"2,0453";"0,0023";"0,0532"
"0,0900";"0,0196";"0,0014";"2,5973";"0,0027";"0,0676"
"0,0960";"0,0202";"0,0016";"3,1861";"0,0032";"0,0829"
"0,1020";"0,0208";"0,0018";"3,7539";"0,0036";"0,0977"
"0,1080";"0,0215";"0,0021";"4,3136";"0,0041";"0,1123"
"0,1140";"0,0221";"0,0023";"4,8558";"0,0047";"0,1264"
"0,1200";"0,0227";"0,0026";"5,4341";"0,0052";"0,1414"
"0,1260";"0,0234";"0,0029";"6,0326";"0,0057";"0,1570"
"0,1320";"0,0240";"0,0031";"6,6361";"0,0062";"0,1727"
"0,1380";"0,0246";"0,0034";"7,2367";"0,0068";"0,1884"
"0,1440";"0,0252";"0,0037";"7,7992";"0,0073";"0,2030"
"0,1500";"0,0258";"0,0039";"8,3647";"0,0078";"0,2177"
"0,1560";"0,0264";"0,0041";"8,9245";"0,0083";"0,2323"
"0,1620";"0,0269";"0,0044";"9,4495";"0,0088";"0,2459"
"0,1680";"0,0275";"0,0046";"10,0068";"0,0093";"0,2605"
"0,1740";"0,0281";"0,0049";"10,5731";"0,0098";"0,2752"
"0,1800";"0,0286";"0,0051";"11,0915";"0,0102";"0,2887"
"0,1860";"0,0291";"0,0053";"11,6192";"0,0107";"0,3024"
"0,1920";"0,0297";"0,0056";"12,1287";"0,0111";"0,3157"
