Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0000";"0,0000";"0,3366";"-0,0001";"0,0080"
"0,0060";"0,0000";"0,0000";"0,3344";"0,0000";"0,0079"
"0,0120";"0,0002";"0,0000";"0,2898";"0,0001";"0,0069"
"0,0180";"0,0003";"0,0000";"0,2330";"0,0001";"0,0055"
"0,0240";"0,0005";"0,0000";"0,2013";"0,0001";"0,0048"
"0,0300";"0,0007";"0,0001";"0,2457";"0,0001";"0,0058"
"0,0360";"0,0011";"0,0001";"0,3298";"0,0002";"0,0078"
"0,0420";"0,0016";"0,0002";"0,4097";"0,0003";"0,0097"
"0,0480";"0,0020";"0,0002";"0,5474";"0,0005";"0,0130"
"0,0540";"0,0025";"0,0003";"0,7712";"0,0006";"0,0183"
"0,0600";"0,0031";"0,0004";"1,0777";"0,0009";"0,0256"
"0,0660";"0,0037";"0,0006";"1,4309";"0,0012";"0,0339"
"0,0720";"0,0043";"0,0008";"1,8556";"0,0015";"0,0440"
"0,0780";"0,0050";"0,0010";"2,3370";"0,0019";"0,0554"
"0,0840";"0,0056";"0,0012";"2,8830";"0,0023";"0,0684"
"0,0900";"0,0063";"0,0014";"3,4948";"0,0028";"0,0829"
"0,0960";"0,0069";"0,0016";"4,1419";"0,0032";"0,0982"
"0,1020";"0,0076";"0,0019";"4,7992";"0,0037";"0,1138"
"0,1080";"0,0081";"0,0021";"5,4565";"0,0043";"0,1294"
"0,1140";"0,0087";"0,0024";"6,1197";"0,0048";"0,1451"
"0,1200";"0,0093";"0,0027";"6,8011";"0,0053";"0,1613"
"0,1260";"0,0099";"0,0029";"7,4957";"0,0059";"0,1778"
"0,1320";"0,0104";"0,0032";"8,1540";"0,0064";"0,1934"
"0,1380";"0,0110";"0,0034";"8,7764";"0,0068";"0,2081"
"0,1440";"0,0116";"0,0036";"9,4160";"0,0073";"0,2233"
"0,1500";"0,0121";"0,0039";"10,0600";"0,0077";"0,2386"
"0,1560";"0,0127";"0,0041";"10,6534";"0,0082";"0,2526"
"0,1620";"0,0132";"0,0044";"11,1930";"0,0087";"0,2654"
"0,1680";"0,0138";"0,0046";"11,7046";"0,0092";"0,2776"
"0,1740";"0,0144";"0,0048";"12,2661";"0,0097";"0,2909"
"0,1800";"0,0149";"0,0051";"12,8585";"0,0101";"0,3049"
"0,1860";"0,0154";"0,0053";"13,4381";"0,0107";"0,3187"
"0,1920";"0,0160";"0,0056";"14,0328";"0,0111";"0,3328"
"0,1980";"0,0165";"0,0058";"14,6115";"0,0116";"0,3465"
"0,2040";"0,0170";"0,0060";"15,1681";"0,0121";"0,3597"
"0,2100";"0,0176";"0,0063";"15,7330";"0,0125";"0,3731"
"0,2160";"0,0181";"0,0065";"16,3113";"0,0129";"0,3868"
"0,2220";"0,0185";"0,0067";"16,8747";"0,0134";"0,4002"
"0,2280";"0,0190";"0,0069";"17,4350";"0,0138";"0,4135"
"0,2340";"0,0196";"0,0071";"17,9372";"0,0143";"0,4254"
"0,2400";"0,0200";"0,0073";"18,3967";"0,0147";"0,4363"
"0,2460";"0,0206";"0,0076";"18,8407";"0,0151";"0,4468"
"0,2520";"0,0211";"0,0078";"19,2694";"0,0155";"0,4570"
"0,2580";"0,0216";"0,0080";"19,7213";"0,0159";"0,4677"
"0,2640";"0,0221";"0,0082";"20,1668";"0,0164";"0,4783"
"0,2700";"0,0226";"0,0084";"20,6138";"0,0168";"0,4889"
"0,2760";"0,0231";"0,0086";"21,1026";"0,0172";"0,5005"
"0,2820";"0,0236";"0,0088";"21,6317";"0,0176";"0,5130"
"0,2880";"0,0241";"0,0090";"22,1792";"0,0180";"0,5260"
"0,2940";"0,0247";"0,0092";"22,7172";"0,0184";"0,5387"
"0,3000";"0,0252";"0,0094";"23,2283";"0,0188";"0,5509"
"0,3060";"0,0257";"0,0096";"23,7374";"0,0193";"0,5629"
"0,3120";"0,0262";"0,0099";"24,2583";"0,0197";"0,5753"
"0,3180";"0,0267";"0,0101";"24,7775";"0,0202";"0,5876"
"0,3240";"0,0272";"0,0103";"25,2666";"0,0206";"0,5992"
