Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0130";"0,0000";"0,1597";"0,0000";"0,0037"
"0,0060";"0,0130";"0,0000";"0,1503";"0,0000";"0,0034"
"0,0120";"0,0131";"0,0000";"0,1212";"0,0001";"0,0028"
"0,0180";"0,0132";"0,0001";"0,1068";"0,0001";"0,0024"
"0,0240";"0,0133";"0,0001";"0,0992";"0,0001";"0,0023"
"0,0300";"0,0136";"0,0001";"0,1060";"0,0001";"0,0024"
"0,0360";"0,0138";"0,0001";"0,1183";"0,0002";"0,0027"
"0,0420";"0,0142";"0,0001";"0,1617";"0,0003";"0,0037"
"0,0480";"0,0146";"0,0002";"0,2588";"0,0004";"0,0059"
"0,0540";"0,0152";"0,0003";"0,4516";"0,0006";"0,0103"
"0,0600";"0,0157";"0,0004";"0,7229";"0,0008";"0,0165"
"0,0660";"0,0163";"0,0005";"1,0435";"0,0011";"0,0239"
"0,0720";"0,0169";"0,0007";"1,4504";"0,0014";"0,0332"
"0,0780";"0,0175";"0,0009";"1,8899";"0,0018";"0,0432"
"0,0840";"0,0182";"0,0011";"2,3894";"0,0022";"0,0546"
"0,0900";"0,0187";"0,0013";"2,9715";"0,0027";"0,0679"
"0,0960";"0,0194";"0,0016";"3,5695";"0,0031";"0,0816"
"0,1020";"0,0200";"0,0018";"4,1787";"0,0037";"0,0955"
"0,1080";"0,0207";"0,0021";"4,8129";"0,0042";"0,1100"
"0,1140";"0,0213";"0,0024";"5,4910";"0,0047";"0,1255"
"0,1200";"0,0220";"0,0026";"6,1623";"0,0052";"0,1409"
"0,1260";"0,0226";"0,0029";"6,8072";"0,0057";"0,1556"
"0,1320";"0,0231";"0,0031";"7,4577";"0,0063";"0,1705"
"0,1380";"0,0238";"0,0034";"8,0791";"0,0068";"0,1847"
"0,1440";"0,0244";"0,0037";"8,6927";"0,0073";"0,1987"
"0,1500";"0,0250";"0,0039";"9,3447";"0,0078";"0,2136"
"0,1560";"0,0256";"0,0041";"10,0079";"0,0083";"0,2288"
"0,1620";"0,0261";"0,0044";"10,6642";"0,0088";"0,2438"
"0,1680";"0,0267";"0,0047";"11,2550";"0,0093";"0,2573"
"0,1740";"0,0273";"0,0049";"11,8145";"0,0098";"0,2701"
"0,1800";"0,0278";"0,0052";"12,3526";"0,0103";"0,2824"
"0,1860";"0,0283";"0,0054";"12,8727";"0,0108";"0,2943"
"0,1920";"0,0288";"0,0057";"13,3809";"0,0113";"0,3059"
"0,1980";"0,0294";"0,0059";"13,8898";"0,0118";"0,3175"
"0,2040";"0,0298";"0,0061";"14,4022";"0,0121";"0,3292"
"0,2100";"0,0304";"0,0062";"14,9370";"0,0125";"0,3415"
"0,2160";"0,0309";"0,0064";"15,4696";"0,0129";"0,3536"
"0,2220";"0,0314";"0,0066";"15,9832";"0,0133";"0,3654"
"0,2280";"0,0319";"0,0068";"16,4758";"0,0137";"0,3767"
"0,2340";"0,0325";"0,0071";"16,9593";"0,0141";"0,3877"
"0,2400";"0,0329";"0,0073";"17,4472";"0,0146";"0,3989"
"0,2460";"0,0335";"0,0075";"17,9205";"0,0150";"0,4097"
"0,2520";"0,0340";"0,0077";"18,3870";"0,0154";"0,4203"
"0,2580";"0,0346";"0,0079";"18,8627";"0,0158";"0,4312"
"0,2640";"0,0351";"0,0082";"19,3548";"0,0163";"0,4425"
"0,2700";"0,0356";"0,0084";"19,8697";"0,0168";"0,4542"
"0,2760";"0,0361";"0,0086";"20,3723";"0,0173";"0,4657"
"0,2820";"0,0366";"0,0089";"20,8498";"0,0177";"0,4766"
"0,2880";"0,0371";"0,0091";"21,3307";"0,0182";"0,4876"
"0,2940";"0,0376";"0,0093";"21,8577";"0,0185";"0,4997"
"0,3000";"0,0381";"0,0095";"22,3787";"0,0189";"0,5116"
"0,3060";"0,0386";"0,0097";"22,9015";"0,0194";"0,5236"
"0,3120";"0,0391";"0,0099";"23,3859";"0,0198";"0,5346"
"0,3180";"0,0395";"0,0101";"23,8739";"0,0202";"0,5458"
"0,3240";"0,0401";"0,0103";"24,3596";"0,0206";"0,5569"
