Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0149";"-0,0001";"0,1255";"-0,0001";"0,0030"
"0,0060";"0,0149";"0,0000";"0,1042";"-0,0001";"0,0025"
"0,0120";"0,0150";"0,0000";"0,0476";"0,0000";"0,0011"
"0,0180";"0,0151";"0,0000";"-0,0115";"0,0001";"-0,0003"
"0,0240";"0,0153";"0,0001";"-0,0227";"0,0001";"-0,0005"
"0,0300";"0,0155";"0,0001";"0,0190";"0,0002";"0,0005"
"0,0360";"0,0159";"0,0001";"0,0849";"0,0002";"0,0020"
"0,0420";"0,0162";"0,0002";"0,1595";"0,0003";"0,0038"
"0,0480";"0,0167";"0,0003";"0,2873";"0,0005";"0,0069"
"0,0540";"0,0172";"0,0004";"0,5194";"0,0008";"0,0125"
"0,0600";"0,0178";"0,0005";"0,7902";"0,0011";"0,0190"
"0,0660";"0,0184";"0,0007";"1,0830";"0,0013";"0,0260"
"0,0720";"0,0190";"0,0008";"1,4601";"0,0016";"0,0351"
"0,0780";"0,0196";"0,0010";"1,9096";"0,0019";"0,0459"
"0,0840";"0,0202";"0,0011";"2,4347";"0,0023";"0,0585"
"0,0900";"0,0208";"0,0013";"3,0002";"0,0026";"0,0721"
"0,0960";"0,0215";"0,0016";"3,5964";"0,0031";"0,0864"
"0,1020";"0,0221";"0,0018";"4,2327";"0,0036";"0,1017"
"0,1080";"0,0228";"0,0021";"4,9012";"0,0042";"0,1178"
"0,1140";"0,0234";"0,0024";"5,5896";"0,0047";"0,1343"
"0,1200";"0,0240";"0,0027";"6,2617";"0,0053";"0,1504"
"0,1260";"0,0246";"0,0029";"6,9260";"0,0059";"0,1664"
"0,1320";"0,0253";"0,0032";"7,5692";"0,0064";"0,1819"
"0,1380";"0,0259";"0,0035";"8,1648";"0,0069";"0,1962"
"0,1440";"0,0265";"0,0037";"8,7510";"0,0074";"0,2102"
"0,1500";"0,0271";"0,0039";"9,3610";"0,0079";"0,2249"
"0,1560";"0,0276";"0,0042";"9,9285";"0,0084";"0,2385"
"0,1620";"0,0282";"0,0044";"10,5006";"0,0089";"0,2523"
"0,1680";"0,0287";"0,0047";"11,0734";"0,0094";"0,2660"
"0,1740";"0,0292";"0,0049";"11,6954";"0,0098";"0,2810"
"0,1800";"0,0298";"0,0052";"12,2944";"0,0103";"0,2954"
"0,1860";"0,0303";"0,0054";"12,8515";"0,0108";"0,3088"
"0,1920";"0,0308";"0,0056";"13,3795";"0,0112";"0,3215"
"0,1980";"0,0313";"0,0058";"13,9262";"0,0116";"0,3346"
"0,2040";"0,0318";"0,0060";"14,4773";"0,0121";"0,3478"
"0,2100";"0,0324";"0,0063";"14,9932";"0,0125";"0,3602"
"0,2160";"0,0328";"0,0065";"15,5515";"0,0130";"0,3736"
"0,2220";"0,0334";"0,0067";"16,0833";"0,0135";"0,3864"
"0,2280";"0,0339";"0,0070";"16,5534";"0,0139";"0,3977"
"0,2340";"0,0344";"0,0072";"17,0149";"0,0144";"0,4088"
"0,2400";"0,0349";"0,0074";"17,4834";"0,0148";"0,4200"
"0,2460";"0,0355";"0,0076";"17,9937";"0,0153";"0,4323"
"0,2520";"0,0360";"0,0078";"18,5193";"0,0156";"0,4449"
"0,2580";"0,0365";"0,0080";"19,0433";"0,0160";"0,4575"
"0,2640";"0,0370";"0,0082";"19,5816";"0,0164";"0,4705"
"0,2700";"0,0376";"0,0084";"20,1597";"0,0168";"0,4844"
"0,2760";"0,0381";"0,0086";"20,7077";"0,0173";"0,4975"
"0,2820";"0,0386";"0,0089";"21,2238";"0,0177";"0,5099"
"0,2880";"0,0391";"0,0091";"21,7066";"0,0182";"0,5215"
"0,2940";"0,0395";"0,0093";"22,2051";"0,0186";"0,5335"
"0,3000";"0,0400";"0,0095";"22,6567";"0,0191";"0,5443"
"0,3060";"0,0406";"0,0097";"23,0681";"0,0195";"0,5542"
"0,3120";"0,0410";"0,0100";"23,4565";"0,0199";"0,5636"
"0,3180";"0,0415";"0,0102";"23,8742";"0,0203";"0,5736"
"0,3240";"0,0420";"0,0103";"24,3397";"0,0207";"0,5848"
"0,3300";"0,0425";"0,0105";"24,8067";"0,0211";"0,5960"
