Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0136";"0,0000";"-0,0585";"-0,0001";"-0,0014"
"0,0060";"0,0136";"0,0000";"-0,0106";"-0,0001";"-0,0003"
"0,0120";"0,0137";"0,0000";"0,0261";"0,0000";"0,0006"
"0,0180";"0,0138";"0,0000";"0,0644";"0,0000";"0,0016"
"0,0240";"0,0139";"0,0000";"0,1393";"0,0000";"0,0034"
"0,0300";"0,0142";"0,0000";"0,1872";"0,0000";"0,0045"
"0,0360";"0,0145";"0,0000";"0,2094";"0,0000";"0,0051"
"0,0420";"0,0148";"0,0001";"0,3010";"0,0001";"0,0073"
"0,0480";"0,0153";"0,0001";"0,4476";"0,0003";"0,0108"
"0,0540";"0,0157";"0,0002";"0,6551";"0,0005";"0,0159"
"0,0600";"0,0163";"0,0003";"0,8991";"0,0007";"0,0218"
"0,0660";"0,0169";"0,0005";"1,1592";"0,0010";"0,0281"
"0,0720";"0,0175";"0,0006";"1,4958";"0,0013";"0,0362"
"0,0780";"0,0181";"0,0008";"1,9078";"0,0016";"0,0462"
"0,0840";"0,0187";"0,0010";"2,4101";"0,0020";"0,0584"
"0,0900";"0,0193";"0,0012";"3,0123";"0,0025";"0,0730"
"0,0960";"0,0200";"0,0015";"3,6295";"0,0030";"0,0879"
"0,1020";"0,0206";"0,0018";"4,2791";"0,0035";"0,1036"
"0,1080";"0,0213";"0,0020";"4,9221";"0,0041";"0,1192"
"0,1140";"0,0219";"0,0023";"5,5577";"0,0046";"0,1346"
"0,1200";"0,0226";"0,0026";"6,2095";"0,0051";"0,1504"
"0,1260";"0,0231";"0,0028";"6,8644";"0,0056";"0,1663"
"0,1320";"0,0237";"0,0031";"7,5201";"0,0062";"0,1822"
"0,1380";"0,0244";"0,0033";"8,1468";"0,0066";"0,1973"
"0,1440";"0,0250";"0,0036";"8,7345";"0,0071";"0,2116"
"0,1500";"0,0256";"0,0038";"9,2966";"0,0076";"0,2252"
"0,1560";"0,0262";"0,0041";"9,8386";"0,0081";"0,2383"
"0,1620";"0,0267";"0,0043";"10,4246";"0,0087";"0,2525"
"0,1680";"0,0273";"0,0046";"11,0225";"0,0093";"0,2670"
"0,1740";"0,0279";"0,0049";"11,6179";"0,0099";"0,2814"
"0,1800";"0,0284";"0,0052";"12,2237";"0,0104";"0,2961"
"0,1860";"0,0289";"0,0055";"12,8651";"0,0109";"0,3116"
"0,1920";"0,0295";"0,0057";"13,5142";"0,0114";"0,3273"
"0,1980";"0,0299";"0,0059";"14,1395";"0,0119";"0,3425"
"0,2040";"0,0305";"0,0062";"14,7074";"0,0123";"0,3562"
"0,2100";"0,0310";"0,0064";"15,2583";"0,0127";"0,3696"
"0,2160";"0,0315";"0,0066";"15,7869";"0,0132";"0,3824"
"0,2220";"0,0320";"0,0068";"16,2964";"0,0136";"0,3947"
"0,2280";"0,0326";"0,0070";"16,8068";"0,0140";"0,4071"
"0,2340";"0,0331";"0,0072";"17,2753";"0,0144";"0,4184"
"0,2400";"0,0336";"0,0074";"17,7396";"0,0148";"0,4297"
"0,2460";"0,0341";"0,0076";"18,1894";"0,0152";"0,4406"
"0,2520";"0,0346";"0,0078";"18,6686";"0,0157";"0,4522"
"0,2580";"0,0351";"0,0080";"19,1986";"0,0161";"0,4650"
"0,2640";"0,0357";"0,0082";"19,7081";"0,0165";"0,4774"
"0,2700";"0,0362";"0,0084";"20,2124";"0,0169";"0,4896"
"0,2760";"0,0367";"0,0086";"20,6908";"0,0173";"0,5012"
"0,2820";"0,0372";"0,0089";"21,1654";"0,0177";"0,5127"
"0,2880";"0,0377";"0,0091";"21,6327";"0,0181";"0,5240"
"0,2940";"0,0382";"0,0093";"22,1263";"0,0186";"0,5359"
"0,3000";"0,0387";"0,0095";"22,6639";"0,0190";"0,5490"
"0,3060";"0,0392";"0,0098";"23,2149";"0,0195";"0,5623"
"0,3120";"0,0397";"0,0100";"23,7786";"0,0200";"0,5760"
"0,3180";"0,0402";"0,0102";"24,3200";"0,0204";"0,5891"
"0,3240";"0,0407";"0,0104";"24,8904";"0,0208";"0,6029"
"0,3300";"0,0412";"0,0106";"25,4270";"0,0212";"0,6159"
"0,3360";"0,0417";"0,0108";"25,9379";"0,0216";"0,6283"
"0,3420";"0,0422";"0,0110";"26,4296";"0,0219";"0,6402"
"0,3480";"0,0427";"0,0111";"26,8613";"0,0223";"0,6506"
"0,3540";"0,0432";"0,0113";"27,2637";"0,0227";"0,6604"
"0,3600";"0,0437";"0,0116";"27,6942";"0,0231";"0,6708"
"0,3660";"0,0442";"0,0118";"28,1059";"0,0236";"0,6808"
"0,3720";"0,0447";"0,0120";"28,5562";"0,0240";"0,6917"
"0,3780";"0,0452";"0,0122";"29,0192";"0,0245";"0,7029"
"0,3840";"0,0457";"0,0124";"29,4788";"0,0249";"0,7140"
"0,3900";"0,0462";"0,0127";"29,9429";"0,0253";"0,7253"
"0,3960";"0,0468";"0,0129";"30,4271";"0,0257";"0,7370"
"0,4020";"0,0472";"0,0131";"30,9202";"0,0262";"0,7490"
