Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0051";"0,0000";"0,1997";"0,0000";"0,0041"
"0,0060";"0,0051";"0,0000";"0,1830";"0,0000";"0,0038"
"0,0120";"0,0052";"0,0000";"0,1827";"0,0001";"0,0038"
"0,0180";"0,0054";"0,0001";"0,1732";"0,0001";"0,0036"
"0,0240";"0,0056";"0,0001";"0,1957";"0,0002";"0,0040"
"0,0300";"0,0058";"0,0001";"0,2484";"0,0002";"0,0051"
"0,0360";"0,0062";"0,0001";"0,2691";"0,0002";"0,0055"
"0,0420";"0,0065";"0,0002";"0,3036";"0,0004";"0,0062"
"0,0480";"0,0070";"0,0002";"0,3967";"0,0005";"0,0081"
"0,0540";"0,0075";"0,0003";"0,5734";"0,0006";"0,0118"
"0,0600";"0,0080";"0,0004";"0,8363";"0,0008";"0,0172"
"0,0660";"0,0086";"0,0005";"1,1606";"0,0011";"0,0238"
"0,0720";"0,0092";"0,0007";"1,5245";"0,0014";"0,0313"
"0,0780";"0,0098";"0,0009";"1,9626";"0,0017";"0,0403"
"0,0840";"0,0104";"0,0011";"2,4712";"0,0021";"0,0507"
"0,0900";"0,0111";"0,0013";"3,0116";"0,0026";"0,0618"
"0,0960";"0,0117";"0,0015";"3,5282";"0,0031";"0,0724"
"0,1020";"0,0123";"0,0018";"4,0567";"0,0036";"0,0833"
"0,1080";"0,0130";"0,0021";"4,5981";"0,0042";"0,0944"
"0,1140";"0,0136";"0,0023";"5,1542";"0,0047";"0,1058"
"0,1200";"0,0142";"0,0026";"5,7543";"0,0052";"0,1182"
"0,1260";"0,0148";"0,0029";"6,3886";"0,0057";"0,1312"
"0,1320";"0,0155";"0,0031";"7,0433";"0,0063";"0,1446"
"0,1380";"0,0161";"0,0034";"7,6737";"0,0068";"0,1576"
"0,1440";"0,0167";"0,0037";"8,3341";"0,0074";"0,1711"
"0,1500";"0,0172";"0,0040";"8,9823";"0,0079";"0,1844"
"0,1560";"0,0178";"0,0043";"9,6229";"0,0085";"0,1976"
"0,1620";"0,0184";"0,0045";"10,1846";"0,0091";"0,2091"
"0,1680";"0,0189";"0,0048";"10,7221";"0,0096";"0,2202"
"0,1740";"0,0194";"0,0050";"11,2607";"0,0100";"0,2312"
"0,1800";"0,0199";"0,0053";"11,7981";"0,0105";"0,2423"
"0,1860";"0,0205";"0,0055";"12,3083";"0,0110";"0,2527"
"0,1920";"0,0210";"0,0058";"12,8082";"0,0115";"0,2630"
"0,1980";"0,0215";"0,0060";"13,3014";"0,0120";"0,2731"
"0,2040";"0,0221";"0,0062";"13,7815";"0,0124";"0,2830"
"0,2100";"0,0226";"0,0064";"14,2668";"0,0129";"0,2929"
"0,2160";"0,0231";"0,0067";"14,7538";"0,0134";"0,3029"
"0,2220";"0,0236";"0,0069";"15,2699";"0,0138";"0,3135"
"0,2280";"0,0242";"0,0071";"15,7180";"0,0142";"0,3227"
"0,2340";"0,0247";"0,0073";"16,1523";"0,0146";"0,3317"
"0,2400";"0,0252";"0,0075";"16,5977";"0,0150";"0,3408"
"0,2460";"0,0258";"0,0077";"17,0416";"0,0154";"0,3499"
"0,2520";"0,0262";"0,0079";"17,4798";"0,0158";"0,3589"
"0,2580";"0,0268";"0,0081";"17,9245";"0,0163";"0,3681"
"0,2640";"0,0273";"0,0083";"18,3627";"0,0167";"0,3771"
"0,2700";"0,0277";"0,0086";"18,8001";"0,0171";"0,3860"
"0,2760";"0,0282";"0,0088";"19,2420";"0,0176";"0,3951"
"0,2820";"0,0287";"0,0090";"19,7260";"0,0180";"0,4050"
"0,2880";"0,0292";"0,0092";"20,2230";"0,0184";"0,4152"
"0,2940";"0,0297";"0,0094";"20,7185";"0,0187";"0,4254"
"0,3000";"0,0302";"0,0096";"21,1941";"0,0191";"0,4352"
"0,3060";"0,0307";"0,0097";"21,6507";"0,0195";"0,4446"
"0,3120";"0,0312";"0,0100";"22,1050";"0,0199";"0,4539"
"0,3180";"0,0317";"0,0102";"22,5719";"0,0203";"0,4635"
"0,3240";"0,0322";"0,0104";"23,0484";"0,0207";"0,4733"
"0,3300";"0,0327";"0,0106";"23,5293";"0,0212";"0,4831"
"0,3360";"0,0332";"0,0108";"23,9701";"0,0216";"0,4922"
"0,3420";"0,0337";"0,0110";"24,4139";"0,0220";"0,5013"
"0,3480";"0,0342";"0,0112";"24,8650";"0,0224";"0,5106"
"0,3540";"0,0348";"0,0114";"25,3386";"0,0228";"0,5203"
"0,3600";"0,0353";"0,0116";"25,8601";"0,0232";"0,5310"
"0,3660";"0,0358";"0,0118";"26,3561";"0,0236";"0,5412"
"0,3720";"0,0363";"0,0120";"26,8568";"0,0241";"0,5515"
"0,3780";"0,0368";"0,0123";"27,3117";"0,0245";"0,5608"
"0,3840";"0,0373";"0,0125";"27,7568";"0,0250";"0,5699"
"0,3900";"0,0378";"0,0127";"28,2092";"0,0255";"0,5792"
"0,3960";"0,0382";"0,0130";"28,6325";"0,0259";"0,5879"
"0,4020";"0,0388";"0,0132";"29,0546";"0,0264";"0,5966"
"0,4080";"0,0392";"0,0134";"29,4521";"0,0268";"0,6048"
"0,4140";"0,0397";"0,0136";"29,8646";"0,0272";"0,6132"
"0,4200";"0,0402";"0,0138";"30,3255";"0,0276";"0,6227"
"0,4260";"0,0407";"0,0140";"30,7823";"0,0280";"0,6321"
"0,4320";"0,0412";"0,0142";"31,2231";"0,0285";"0,6411"
"0,4380";"0,0417";"0,0145";"31,6677";"0,0289";"0,6502"
"0,4440";"0,0423";"0,0146";"32,1217";"0,0293";"0,6596"
"0,4500";"0,0427";"0,0148";"32,6086";"0,0297";"0,6696"
"0,4560";"0,0432";"0,0151";"33,0635";"0,0302";"0,6789"
"0,4620";"0,0438";"0,0153";"33,4848";"0,0306";"0,6876"
"0,4680";"0,0443";"0,0155";"33,9116";"0,0311";"0,6963"
"0,4740";"0,0448";"0,0157";"34,3735";"0,0315";"0,7058"
"0,4800";"0,0453";"0,0159";"34,8777";"0,0319";"0,7162"
"0,4860";"0,0459";"0,0161";"35,3239";"0,0323";"0,7253"
"0,4920";"0,0463";"0,0164";"35,7548";"0,0327";"0,7342"
"0,4980";"0,0468";"0,0166";"36,2053";"0,0332";"0,7434"
"0,5040";"0,0473";"0,0168";"36,6861";"0,0336";"0,7533"
"0,5100";"0,0478";"0,0170";"37,1474";"0,0341";"0,7628"
"0,5160";"0,0483";"0,0173";"37,5711";"0,0346";"0,7715"
"0,5220";"0,0487";"0,0175";"38,0092";"0,0350";"0,7805"
"0,5280";"0,0493";"0,0177";"38,4425";"0,0354";"0,7894"
"0,5340";"0,0497";"0,0179";"38,8423";"0,0357";"0,7976"
"0,5400";"0,0502";"0,0181";"39,2774";"0,0361";"0,8065"
"0,5460";"0,0507";"0,0183";"39,7301";"0,0365";"0,8158"
"0,5520";"0,0512";"0,0184";"40,1601";"0,0369";"0,8246"
"0,5580";"0,0517";"0,0186";"40,6033";"0,0373";"0,8337"
"0,5640";"0,0522";"0,0188";"41,0619";"0,0376";"0,8431"
"0,5700";"0,0527";"0,0190";"41,4977";"0,0380";"0,8521"
"0,5760";"0,0532";"0,0192";"41,8954";"0,0385";"0,8603"
"0,5820";"0,0537";"0,0195";"42,2873";"0,0390";"0,8683"
"0,5880";"0,0543";"0,0197";"42,7081";"0,0394";"0,8769"
"0,5940";"0,0548";"0,0199";"43,1731";"0,0398";"0,8865"
"0,6000";"0,0553";"0,0201";"43,6266";"0,0402";"0,8958"
"0,6060";"0,0558";"0,0203";"44,0847";"0,0406";"0,9052"
"0,6120";"0,0563";"0,0205";"44,5522";"0,0410";"0,9148"
"0,6180";"0,0568";"0,0207";"44,9824";"0,0413";"0,9236"
"0,6240";"0,0573";"0,0209";"45,4230";"0,0417";"0,9327"
"0,6300";"0,0578";"0,0211";"45,8546";"0,0422";"0,9416"
"0,6360";"0,0583";"0,0213";"46,2681";"0,0427";"0,9500"
"0,6420";"0,0588";"0,0216";"46,7261";"0,0432";"0,9595"
"0,6480";"0,0592";"0,0218";"47,2068";"0,0436";"0,9693"
"0,6540";"0,0597";"0,0220";"47,6621";"0,0440";"0,9787"
"0,6600";"0,0603";"0,0222";"48,1031";"0,0445";"0,9877"
"0,6660";"0,0607";"0,0224";"48,5665";"0,0449";"0,9972"
"0,6720";"0,0612";"0,0226";"49,0128";"0,0453";"1,0064"
"0,6780";"0,0617";"0,0228";"49,4470";"0,0457";"1,0153"
"0,6840";"0,0622";"0,0230";"49,8938";"0,0460";"1,0245"
"0,6900";"0,0627";"0,0232";"50,3173";"0,0464";"1,0332"
"0,6960";"0,0632";"0,0234";"50,7135";"0,0468";"1,0413"
"0,7020";"0,0637";"0,0236";"51,1390";"0,0472";"1,0501"
"0,7080";"0,0642";"0,0238";"51,5595";"0,0477";"1,0587"
"0,7140";"0,0647";"0,0241";"51,9809";"0,0482";"1,0673"
"0,7200";"0,0652";"0,0243";"52,4323";"0,0486";"1,0766"
"0,7260";"0,0658";"0,0245";"52,9191";"0,0491";"1,0866"
"0,7320";"0,0663";"0,0248";"53,4086";"0,0496";"1,0967"
"0,7380";"0,0668";"0,0250";"53,8678";"0,0500";"1,1061"
"0,7440";"0,0673";"0,0252";"54,3318";"0,0504";"1,1156"
"0,7500";"0,0678";"0,0254";"54,7788";"0,0508";"1,1248"
"0,7560";"0,0683";"0,0256";"55,1826";"0,0512";"1,1331"
"0,7620";"0,0688";"0,0258";"55,5953";"0,0516";"1,1416"
"0,7680";"0,0693";"0,0260";"56,0215";"0,0520";"1,1503"
"0,7740";"0,0697";"0,0262";"56,4559";"0,0524";"1,1592"
"0,7800";"0,0702";"0,0264";"56,9012";"0,0528";"1,1684"
"0,7860";"0,0707";"0,0266";"57,3238";"0,0532";"1,1771"
"0,7920";"0,0712";"0,0268";"57,7334";"0,0536";"1,1855"
"0,7980";"0,0717";"0,0270";"58,1665";"0,0541";"1,1944"
"0,8040";"0,0722";"0,0272";"58,6265";"0,0544";"1,2038"
"0,8100";"0,0727";"0,0274";"59,0808";"0,0548";"1,2131"
"0,8160";"0,0732";"0,0276";"59,5142";"0,0552";"1,2220"
"0,8220";"0,0737";"0,0278";"59,9655";"0,0556";"1,2313"
"0,8280";"0,0742";"0,0280";"60,4087";"0,0560";"1,2404"
"0,8340";"0,0747";"0,0282";"60,8384";"0,0564";"1,2492"
"0,8400";"0,0753";"0,0284";"61,2438";"0,0568";"1,2576"
"0,8460";"0,0758";"0,0286";"61,6374";"0,0573";"1,2656"
"0,8520";"0,0763";"0,0289";"62,0487";"0,0577";"1,2741"
"0,8580";"0,0768";"0,0291";"62,4675";"0,0582";"1,2827"
"0,8640";"0,0774";"0,0293";"62,9044";"0,0586";"1,2916"
"0,8700";"0,0778";"0,0295";"63,3740";"0,0591";"1,3013"
"0,8760";"0,0783";"0,0298";"63,8354";"0,0595";"1,3108"
"0,8820";"0,0789";"0,0300";"64,2482";"0,0599";"1,3192"
"0,8880";"0,0793";"0,0302";"64,6578";"0,0603";"1,3277"
"0,8940";"0,0798";"0,0304";"65,0803";"0,0607";"1,3363"
"0,9000";"0,0802";"0,0306";"65,5331";"0,0611";"1,3456"
"0,9060";"0,0808";"0,0308";"66,0113";"0,0615";"1,3554"
"0,9120";"0,0812";"0,0310";"66,4707";"0,0619";"1,3649"
"0,9180";"0,0817";"0,0312";"66,8838";"0,0623";"1,3734"
"0,9240";"0,0822";"0,0313";"67,3002";"0,0627";"1,3819"
"0,9300";"0,0827";"0,0315";"67,7066";"0,0631";"1,3903"
"0,9360";"0,0832";"0,0317";"68,1189";"0,0635";"1,3987"
"0,9420";"0,0837";"0,0320";"68,5204";"0,0640";"1,4070"
"0,9480";"0,0842";"0,0322";"68,9397";"0,0644";"1,4156"
"0,9540";"0,0847";"0,0324";"69,3908";"0,0648";"1,4248"
"0,9600";"0,0852";"0,0326";"69,8451";"0,0652";"1,4342"
"0,9660";"0,0858";"0,0328";"70,2685";"0,0656";"1,4429"
"0,9720";"0,0863";"0,0330";"70,7138";"0,0660";"1,4520"
"0,9780";"0,0868";"0,0332";"71,1497";"0,0665";"1,4610"
"0,9840";"0,0873";"0,0334";"71,6148";"0,0668";"1,4705"
"0,9900";"0,0879";"0,0336";"72,0601";"0,0673";"1,4796"
"0,9960";"0,0883";"0,0339";"72,5445";"0,0677";"1,4896"
"1,0020";"0,0888";"0,0341";"73,0510";"0,0681";"1,5000"
"1,0080";"0,0893";"0,0343";"73,5229";"0,0686";"1,5097"
"1,0140";"0,0897";"0,0345";"74,0039";"0,0689";"1,5196"
"1,0200";"0,0902";"0,0347";"74,4669";"0,0693";"1,5291"
"1,0260";"0,0907";"0,0349";"74,9336";"0,0697";"1,5386"
"1,0320";"0,0912";"0,0351";"75,3417";"0,0702";"1,5470"
"1,0380";"0,0917";"0,0353";"75,7108";"0,0706";"1,5546"
"1,0440";"0,0922";"0,0355";"76,0903";"0,0710";"1,5624"
"1,0500";"0,0927";"0,0357";"76,4159";"0,0714";"1,5691"
"1,0560";"0,0932";"0,0359";"76,7677";"0,0718";"1,5763"
"1,0620";"0,0937";"0,0361";"77,1433";"0,0723";"1,5840"
"1,0680";"0,0942";"0,0363";"77,5896";"0,0727";"1,5932"
"1,0740";"0,0947";"0,0365";"78,0185";"0,0731";"1,6020"
"1,0800";"0,0952";"0,0367";"78,4591";"0,0735";"1,6110"
"1,0860";"0,0958";"0,0369";"78,8981";"0,0738";"1,6201"
"1,0920";"0,0963";"0,0371";"79,3587";"0,0743";"1,6295"
"1,0980";"0,0969";"0,0373";"79,8430";"0,0747";"1,6395"
"1,1040";"0,0973";"0,0376";"80,3612";"0,0751";"1,6501"
"1,1100";"0,0979";"0,0378";"80,9131";"0,0756";"1,6614"
"1,1160";"0,0984";"0,0380";"81,3943";"0,0760";"1,6713"
"1,1220";"0,0988";"0,0382";"81,8650";"0,0764";"1,6810"
"1,1280";"0,0993";"0,0384";"82,3147";"0,0768";"1,6902"
"1,1340";"0,0998";"0,0386";"82,7639";"0,0772";"1,6994"
"1,1400";"0,1002";"0,0388";"83,2095";"0,0776";"1,7086"
"1,1460";"0,1008";"0,0390";"83,6095";"0,0780";"1,7168"
"1,1520";"0,1012";"0,0392";"84,0071";"0,0784";"1,7250"
"1,1580";"0,1017";"0,0394";"84,4161";"0,0788";"1,7334"
"1,1640";"0,1022";"0,0396";"84,8277";"0,0792";"1,7418"
"1,1700";"0,1027";"0,0398";"85,2393";"0,0796";"1,7503"
"1,1760";"0,1032";"0,0400";"85,6733";"0,0800";"1,7592"
"1,1820";"0,1037";"0,0402";"86,1033";"0,0804";"1,7680"
"1,1880";"0,1042";"0,0404";"86,4964";"0,0808";"1,7761"
"1,1940";"0,1047";"0,0406";"86,9088";"0,0811";"1,7845"
"1,2000";"0,1052";"0,0408";"87,3548";"0,0815";"1,7937"
"1,2060";"0,1057";"0,0410";"87,8235";"0,0819";"1,8033"
"1,2120";"0,1063";"0,0412";"88,2524";"0,0823";"1,8121"
"1,2180";"0,1068";"0,0414";"88,6753";"0,0828";"1,8208"
"1,2240";"0,1073";"0,0416";"89,1380";"0,0832";"1,8303"
"1,2300";"0,1078";"0,0418";"89,5805";"0,0837";"1,8394"
"1,2360";"0,1083";"0,0421";"89,9988";"0,0841";"1,8480"
"1,2420";"0,1088";"0,0423";"90,4481";"0,0846";"1,8572"
"1,2480";"0,1093";"0,0425";"90,9171";"0,0850";"1,8668"
"1,2540";"0,1098";"0,0427";"91,3861";"0,0854";"1,8765"
"1,2600";"0,1102";"0,0429";"91,8788";"0,0858";"1,8866"
"1,2660";"0,1107";"0,0431";"92,3449";"0,0862";"1,8962"
"1,2720";"0,1112";"0,0433";"92,7703";"0,0866";"1,9049"
"1,2780";"0,1117";"0,0435";"93,1677";"0,0870";"1,9131"
"1,2840";"0,1122";"0,0437";"93,5846";"0,0874";"1,9216"
"1,2900";"0,1127";"0,0439";"93,9758";"0,0877";"1,9297"
"1,2960";"0,1132";"0,0441";"94,3673";"0,0882";"1,9377"
"1,3020";"0,1138";"0,0443";"94,7847";"0,0886";"1,9463"
"1,3080";"0,1142";"0,0445";"95,2068";"0,0890";"1,9549"
"1,3140";"0,1147";"0,0447";"95,6111";"0,0894";"1,9632"
"1,3200";"0,1152";"0,0449";"96,0184";"0,0898";"1,9716"
