Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0066";"-0,0001";"0,2520";"-0,0002";"0,0055"
"0,0060";"0,0066";"-0,0001";"0,2573";"-0,0002";"0,0056"
"0,0120";"0,0068";"-0,0001";"0,2905";"-0,0001";"0,0063"
"0,0180";"0,0069";"0,0000";"0,3138";"0,0000";"0,0069"
"0,0240";"0,0071";"0,0000";"0,2998";"0,0000";"0,0066"
"0,0300";"0,0073";"0,0000";"0,2949";"0,0001";"0,0064"
"0,0360";"0,0076";"0,0001";"0,3148";"0,0002";"0,0069"
"0,0420";"0,0080";"0,0001";"0,3762";"0,0002";"0,0082"
"0,0480";"0,0085";"0,0002";"0,5071";"0,0004";"0,0111"
"0,0540";"0,0090";"0,0003";"0,6938";"0,0006";"0,0152"
"0,0600";"0,0095";"0,0004";"0,9314";"0,0008";"0,0203"
"0,0660";"0,0101";"0,0005";"1,2407";"0,0010";"0,0271"
"0,0720";"0,0107";"0,0006";"1,6028";"0,0013";"0,0350"
"0,0780";"0,0114";"0,0008";"2,0066";"0,0016";"0,0438"
"0,0840";"0,0120";"0,0010";"2,4612";"0,0020";"0,0538"
"0,0900";"0,0126";"0,0012";"2,9551";"0,0024";"0,0646"
"0,0960";"0,0133";"0,0014";"3,4995";"0,0028";"0,0765"
"0,1020";"0,0140";"0,0017";"4,0757";"0,0033";"0,0890"
"0,1080";"0,0146";"0,0019";"4,6695";"0,0038";"0,1020"
"0,1140";"0,0153";"0,0022";"5,2869";"0,0044";"0,1155"
"0,1200";"0,0159";"0,0024";"5,9275";"0,0049";"0,1295"
"0,1260";"0,0165";"0,0027";"6,5789";"0,0054";"0,1437"
"0,1320";"0,0171";"0,0030";"7,2289";"0,0060";"0,1579"
"0,1380";"0,0177";"0,0032";"7,8578";"0,0065";"0,1717"
"0,1440";"0,0182";"0,0035";"8,4560";"0,0070";"0,1848"
"0,1500";"0,0188";"0,0038";"9,0427";"0,0076";"0,1976"
"0,1560";"0,0193";"0,0041";"9,6075";"0,0081";"0,2099"
"0,1620";"0,0199";"0,0043";"10,1266";"0,0087";"0,2213"
"0,1680";"0,0204";"0,0046";"10,6684";"0,0091";"0,2331"
"0,1740";"0,0209";"0,0048";"11,2066";"0,0095";"0,2448"
"0,1800";"0,0215";"0,0050";"11,7283";"0,0100";"0,2562"
