Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0115";"0,0000";"0,3364";"0,0001";"0,0071"
"0,0060";"0,0115";"0,0001";"0,3111";"0,0001";"0,0065"
"0,0120";"0,0116";"0,0001";"0,3102";"0,0001";"0,0065"
"0,0180";"0,0117";"0,0001";"0,3153";"0,0001";"0,0066"
"0,0240";"0,0119";"0,0000";"0,3208";"0,0001";"0,0067"
"0,0300";"0,0121";"0,0000";"0,3217";"0,0001";"0,0067"
"0,0360";"0,0124";"0,0001";"0,3303";"0,0001";"0,0069"
"0,0420";"0,0129";"0,0001";"0,3654";"0,0002";"0,0077"
"0,0480";"0,0133";"0,0002";"0,4600";"0,0004";"0,0096"
"0,0540";"0,0139";"0,0003";"0,6718";"0,0006";"0,0141"
"0,0600";"0,0145";"0,0004";"0,9743";"0,0009";"0,0204"
"0,0660";"0,0151";"0,0006";"1,3098";"0,0012";"0,0275"
"0,0720";"0,0157";"0,0008";"1,6692";"0,0016";"0,0350"
"0,0780";"0,0164";"0,0010";"2,0649";"0,0019";"0,0433"
"0,0840";"0,0170";"0,0012";"2,5641";"0,0024";"0,0538"
"0,0900";"0,0177";"0,0014";"3,1175";"0,0028";"0,0654"
"0,0960";"0,0183";"0,0017";"3,6934";"0,0033";"0,0775"
"0,1020";"0,0189";"0,0019";"4,2491";"0,0039";"0,0891"
"0,1080";"0,0196";"0,0022";"4,7959";"0,0044";"0,1006"
"0,1140";"0,0201";"0,0025";"5,3722";"0,0050";"0,1127"
"0,1200";"0,0207";"0,0028";"5,9222";"0,0055";"0,1242"
"0,1260";"0,0213";"0,0030";"6,4710";"0,0060";"0,1357"
"0,1320";"0,0219";"0,0033";"7,0429";"0,0066";"0,1477"
"0,1380";"0,0224";"0,0035";"7,6116";"0,0071";"0,1596"
"0,1440";"0,0230";"0,0038";"8,2306";"0,0076";"0,1726"
"0,1500";"0,0236";"0,0040";"8,8559";"0,0081";"0,1857"
"0,1560";"0,0242";"0,0043";"9,4638";"0,0086";"0,1985"
"0,1620";"0,0247";"0,0046";"10,0396";"0,0091";"0,2105"
"0,1680";"0,0253";"0,0048";"10,6020";"0,0097";"0,2223"
"0,1740";"0,0259";"0,0051";"11,1759";"0,0102";"0,2344"
"0,1800";"0,0264";"0,0054";"11,6790";"0,0107";"0,2449"
"0,1860";"0,0269";"0,0056";"12,1599";"0,0113";"0,2550"
"0,1920";"0,0275";"0,0059";"12,6613";"0,0118";"0,2655"
"0,1980";"0,0280";"0,0061";"13,1596";"0,0123";"0,2760"
"0,2040";"0,0284";"0,0063";"13,6555";"0,0127";"0,2864"
"0,2100";"0,0290";"0,0065";"14,1526";"0,0131";"0,2968"
"0,2160";"0,0295";"0,0068";"14,6442";"0,0135";"0,3071"
"0,2220";"0,0299";"0,0070";"15,0872";"0,0140";"0,3164"
"0,2280";"0,0305";"0,0072";"15,5437";"0,0144";"0,3260"
"0,2340";"0,0310";"0,0074";"16,0359";"0,0148";"0,3363"
"0,2400";"0,0315";"0,0076";"16,5543";"0,0153";"0,3472"
"0,2460";"0,0320";"0,0079";"16,9974";"0,0157";"0,3564"
"0,2520";"0,0325";"0,0081";"17,4097";"0,0161";"0,3651"
"0,2580";"0,0330";"0,0083";"17,8240";"0,0166";"0,3738"
"0,2640";"0,0335";"0,0085";"18,2407";"0,0170";"0,3825"
"0,2700";"0,0340";"0,0087";"18,6788";"0,0174";"0,3917"
"0,2760";"0,0346";"0,0089";"19,0962";"0,0179";"0,4005"
"0,2820";"0,0351";"0,0092";"19,5136";"0,0183";"0,4092"
"0,2880";"0,0356";"0,0094";"19,9743";"0,0187";"0,4189"
"0,2940";"0,0361";"0,0096";"20,4451";"0,0191";"0,4287"
"0,3000";"0,0366";"0,0098";"20,9159";"0,0196";"0,4386"
"0,3060";"0,0371";"0,0100";"21,3934";"0,0200";"0,4486"
"0,3120";"0,0376";"0,0102";"21,8915";"0,0204";"0,4591"
"0,3180";"0,0381";"0,0104";"22,3732";"0,0208";"0,4692"
"0,3240";"0,0386";"0,0106";"22,8352";"0,0213";"0,4789"
