Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0194";"0,0000";"-0,2264";"0,0001";"-0,0050"
"0,0060";"0,0194";"0,0000";"-0,2181";"0,0001";"-0,0048"
"0,0120";"0,0196";"0,0000";"-0,2414";"0,0001";"-0,0053"
"0,0180";"0,0197";"0,0000";"-0,2426";"0,0000";"-0,0053"
"0,0240";"0,0199";"0,0000";"-0,2076";"0,0000";"-0,0045"
"0,0300";"0,0201";"0,0000";"-0,1801";"0,0001";"-0,0039"
"0,0360";"0,0204";"0,0001";"-0,1627";"0,0001";"-0,0036"
"0,0420";"0,0207";"0,0001";"-0,0788";"0,0003";"-0,0017"
"0,0480";"0,0212";"0,0002";"0,0982";"0,0004";"0,0022"
"0,0540";"0,0217";"0,0003";"0,3288";"0,0006";"0,0072"
"0,0600";"0,0222";"0,0004";"0,5851";"0,0008";"0,0128"
"0,0660";"0,0228";"0,0006";"0,8361";"0,0011";"0,0183"
"0,0720";"0,0234";"0,0007";"1,0944";"0,0015";"0,0240"
"0,0780";"0,0241";"0,0009";"1,4297";"0,0019";"0,0313"
"0,0840";"0,0246";"0,0011";"1,8464";"0,0023";"0,0404"
"0,0900";"0,0253";"0,0014";"2,2975";"0,0028";"0,0503"
"0,0960";"0,0259";"0,0016";"2,7826";"0,0032";"0,0609"
"0,1020";"0,0266";"0,0019";"3,3042";"0,0038";"0,0724"
"0,1080";"0,0272";"0,0021";"3,8576";"0,0043";"0,0845"
"0,1140";"0,0279";"0,0024";"4,4107";"0,0049";"0,0966"
"0,1200";"0,0285";"0,0027";"4,9246";"0,0055";"0,1078"
"0,1260";"0,0291";"0,0030";"5,4596";"0,0061";"0,1196"
"0,1320";"0,0297";"0,0033";"5,9985";"0,0067";"0,1314"
"0,1380";"0,0304";"0,0036";"6,5447";"0,0072";"0,1433"
"0,1440";"0,0310";"0,0039";"7,0787";"0,0078";"0,1550"
"0,1500";"0,0316";"0,0042";"7,5740";"0,0084";"0,1659"
"0,1560";"0,0321";"0,0045";"8,0645";"0,0090";"0,1766"
"0,1620";"0,0327";"0,0048";"8,5158";"0,0096";"0,1865"
"0,1680";"0,0333";"0,0051";"8,9544";"0,0101";"0,1961"
"0,1740";"0,0338";"0,0054";"9,3982";"0,0107";"0,2058"
"0,1800";"0,0343";"0,0056";"9,8714";"0,0113";"0,2162"
"0,1860";"0,0348";"0,0059";"10,2962";"0,0117";"0,2255"
"0,1920";"0,0354";"0,0061";"10,7216";"0,0122";"0,2348"
"0,1980";"0,0359";"0,0063";"11,1600";"0,0126";"0,2444"
"0,2040";"0,0364";"0,0065";"11,6041";"0,0130";"0,2541"
"0,2100";"0,0370";"0,0067";"12,0291";"0,0134";"0,2634"
"0,2160";"0,0374";"0,0069";"12,4225";"0,0139";"0,2721"
"0,2220";"0,0380";"0,0072";"12,8507";"0,0143";"0,2814"
"0,2280";"0,0385";"0,0074";"13,2882";"0,0148";"0,2910"
"0,2340";"0,0389";"0,0076";"13,7044";"0,0152";"0,3001"
"0,2400";"0,0395";"0,0079";"14,1005";"0,0157";"0,3088"
"0,2460";"0,0400";"0,0081";"14,4788";"0,0162";"0,3171"
"0,2520";"0,0406";"0,0083";"14,8242";"0,0166";"0,3247"
"0,2580";"0,0411";"0,0086";"15,2168";"0,0171";"0,3332"
"0,2640";"0,0416";"0,0088";"15,6539";"0,0176";"0,3428"
"0,2700";"0,0421";"0,0090";"16,0729";"0,0181";"0,3520"
"0,2760";"0,0426";"0,0093";"16,4653";"0,0186";"0,3606"
"0,2820";"0,0431";"0,0095";"16,8569";"0,0191";"0,3692"
"0,2880";"0,0436";"0,0098";"17,2575";"0,0196";"0,3779"
"0,2940";"0,0441";"0,0100";"17,6413";"0,0201";"0,3863"
"0,3000";"0,0446";"0,0103";"18,0181";"0,0205";"0,3946"
"0,3060";"0,0451";"0,0105";"18,3659";"0,0210";"0,4022"
"0,3120";"0,0456";"0,0107";"18,7219";"0,0214";"0,4100"
"0,3180";"0,0461";"0,0109";"19,0523";"0,0218";"0,4172"
"0,3240";"0,0466";"0,0111";"19,3909";"0,0222";"0,4247"
"0,3300";"0,0471";"0,0113";"19,7237";"0,0227";"0,4319"
"0,3360";"0,0476";"0,0115";"20,0565";"0,0231";"0,4392"
"0,3420";"0,0481";"0,0117";"20,4005";"0,0234";"0,4468"
"0,3480";"0,0486";"0,0119";"20,7787";"0,0238";"0,4551"
"0,3540";"0,0491";"0,0121";"21,1593";"0,0242";"0,4634"
"0,3600";"0,0496";"0,0123";"21,5485";"0,0246";"0,4719"
"0,3660";"0,0501";"0,0125";"21,9577";"0,0250";"0,4809"
"0,3720";"0,0506";"0,0127";"22,3509";"0,0254";"0,4895"
"0,3780";"0,0512";"0,0129";"22,7307";"0,0258";"0,4978"
"0,3840";"0,0516";"0,0131";"23,1258";"0,0263";"0,5065"
"0,3900";"0,0522";"0,0134";"23,4875";"0,0267";"0,5144"
"0,3960";"0,0527";"0,0136";"23,8475";"0,0272";"0,5223"
"0,4020";"0,0532";"0,0138";"24,1961";"0,0276";"0,5299"
"0,4080";"0,0537";"0,0141";"24,5532";"0,0281";"0,5377"
"0,4140";"0,0542";"0,0143";"24,9621";"0,0286";"0,5467"
"0,4200";"0,0546";"0,0145";"25,3912";"0,0290";"0,5561"
"0,4260";"0,0551";"0,0147";"25,7870";"0,0295";"0,5647"
"0,4320";"0,0556";"0,0149";"26,1006";"0,0299";"0,5716"
"0,4380";"0,0561";"0,0151";"26,4067";"0,0303";"0,5783"
"0,4440";"0,0566";"0,0153";"26,7322";"0,0307";"0,5854"
"0,4500";"0,0571";"0,0155";"27,0939";"0,0311";"0,5934"
"0,4560";"0,0575";"0,0157";"27,4935";"0,0315";"0,6021"
"0,4620";"0,0581";"0,0160";"27,9055";"0,0319";"0,6111"
"0,4680";"0,0585";"0,0162";"28,2994";"0,0323";"0,6198"
"0,4740";"0,0590";"0,0163";"28,6701";"0,0327";"0,6279"
"0,4800";"0,0595";"0,0165";"29,0037";"0,0331";"0,6352"
"0,4860";"0,0601";"0,0167";"29,3312";"0,0335";"0,6424"
"0,4920";"0,0606";"0,0169";"29,6539";"0,0339";"0,6494"
"0,4980";"0,0611";"0,0172";"30,0058";"0,0343";"0,6571"
