Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0000";"0,0001";"0,3206";"0,0001";"0,0071"
"0,0060";"0,0000";"0,0001";"0,3327";"0,0001";"0,0073"
"0,0120";"0,0002";"0,0001";"0,3406";"0,0001";"0,0075"
"0,0180";"0,0003";"0,0001";"0,3484";"0,0001";"0,0077"
"0,0240";"0,0005";"0,0000";"0,3902";"0,0000";"0,0086"
"0,0300";"0,0008";"0,0000";"0,4602";"0,0000";"0,0101"
"0,0360";"0,0012";"0,0001";"0,5667";"0,0002";"0,0125"
"0,0420";"0,0017";"0,0002";"0,6667";"0,0003";"0,0147"
"0,0480";"0,0022";"0,0003";"0,8488";"0,0005";"0,0187"
"0,0540";"0,0027";"0,0004";"1,0822";"0,0007";"0,0238"
"0,0600";"0,0033";"0,0005";"1,3402";"0,0010";"0,0295"
"0,0660";"0,0039";"0,0006";"1,6757";"0,0012";"0,0369"
"0,0720";"0,0044";"0,0008";"2,0357";"0,0016";"0,0448"
"0,0780";"0,0050";"0,0010";"2,4614";"0,0020";"0,0541"
"0,0840";"0,0057";"0,0012";"2,9242";"0,0024";"0,0643"
"0,0900";"0,0063";"0,0014";"3,4007";"0,0029";"0,0748"
"0,0960";"0,0069";"0,0017";"3,8401";"0,0034";"0,0845"
"0,1020";"0,0075";"0,0020";"4,3339";"0,0039";"0,0953"
"0,1080";"0,0081";"0,0022";"4,8620";"0,0045";"0,1069"
"0,1140";"0,0087";"0,0025";"5,4097";"0,0050";"0,1190"
"0,1200";"0,0093";"0,0027";"5,9431";"0,0055";"0,1307"
"0,1260";"0,0099";"0,0030";"6,4851";"0,0059";"0,1427"
"0,1320";"0,0106";"0,0032";"7,0413";"0,0064";"0,1549"
"0,1380";"0,0111";"0,0035";"7,5656";"0,0069";"0,1664"
"0,1440";"0,0117";"0,0037";"8,0677";"0,0075";"0,1775"
"0,1500";"0,0122";"0,0040";"8,5301";"0,0080";"0,1876"
"0,1560";"0,0128";"0,0042";"9,0001";"0,0085";"0,1980"
"0,1620";"0,0133";"0,0045";"9,4510";"0,0089";"0,2079"
"0,1680";"0,0138";"0,0047";"9,9474";"0,0093";"0,2188"
"0,1740";"0,0144";"0,0049";"10,4618";"0,0098";"0,2301"
"0,1800";"0,0149";"0,0051";"10,9591";"0,0102";"0,2411"
"0,1860";"0,0154";"0,0053";"11,4539";"0,0106";"0,2519"
"0,1920";"0,0159";"0,0055";"11,9035";"0,0111";"0,2618"
"0,1980";"0,0164";"0,0058";"12,3090";"0,0115";"0,2708"
"0,2040";"0,0170";"0,0060";"12,7049";"0,0120";"0,2795"
"0,2100";"0,0175";"0,0062";"13,0989";"0,0124";"0,2881"
"0,2160";"0,0180";"0,0064";"13,5134";"0,0128";"0,2973"
"0,2220";"0,0185";"0,0066";"13,9521";"0,0132";"0,3069"
"0,2280";"0,0190";"0,0068";"14,4116";"0,0136";"0,3170"
"0,2340";"0,0196";"0,0070";"14,8511";"0,0141";"0,3267"
"0,2400";"0,0201";"0,0073";"15,2486";"0,0146";"0,3354"
"0,2460";"0,0206";"0,0075";"15,6264";"0,0150";"0,3437"
"0,2520";"0,0212";"0,0077";"16,0003";"0,0154";"0,3520"
"0,2580";"0,0216";"0,0080";"16,4088";"0,0159";"0,3609"
"0,2640";"0,0222";"0,0082";"16,8522";"0,0164";"0,3707"
"0,2700";"0,0227";"0,0084";"17,2758";"0,0168";"0,3800"
"0,2760";"0,0231";"0,0086";"17,6942";"0,0173";"0,3892"
"0,2820";"0,0236";"0,0089";"18,0868";"0,0177";"0,3979"
"0,2880";"0,0241";"0,0091";"18,4563";"0,0182";"0,4060"
"0,2940";"0,0246";"0,0093";"18,8274";"0,0186";"0,4141"
"0,3000";"0,0251";"0,0096";"19,2165";"0,0191";"0,4227"
"0,3060";"0,0256";"0,0098";"19,5880";"0,0196";"0,4309"
"0,3120";"0,0261";"0,0100";"19,9494";"0,0200";"0,4388"
"0,3180";"0,0266";"0,0102";"20,3424";"0,0204";"0,4475"
"0,3240";"0,0271";"0,0104";"20,7630";"0,0208";"0,4567"
"0,3300";"0,0276";"0,0106";"21,2047";"0,0212";"0,4664"
"0,3360";"0,0281";"0,0108";"21,6320";"0,0216";"0,4758"
"0,3420";"0,0286";"0,0110";"22,0194";"0,0220";"0,4844"
"0,3480";"0,0291";"0,0112";"22,4436";"0,0224";"0,4937"
