Tiempo;Desplazamiento;Desplazamiento por tracción;Fuerza;Deformación por tracción (Deformación 1);Esfuerzo de tracción
(s);(mm);(mm);(N);(%);(MPa)
"0,0000";"0,0113";"0,0000";"0,0768";"-0,0001";"0,0017"
"0,0060";"0,0113";"0,0000";"0,0516";"0,0000";"0,0011"
"0,0120";"0,0115";"0,0000";"0,0349";"0,0000";"0,0008"
"0,0180";"0,0116";"0,0000";"0,0108";"0,0000";"0,0002"
"0,0240";"0,0118";"0,0000";"0,0367";"0,0001";"0,0008"
"0,0300";"0,0120";"0,0000";"0,0747";"0,0001";"0,0016"
"0,0360";"0,0123";"0,0001";"0,1523";"0,0001";"0,0033"
"0,0420";"0,0127";"0,0001";"0,2733";"0,0003";"0,0060"
"0,0480";"0,0131";"0,0002";"0,4577";"0,0004";"0,0100"
"0,0540";"0,0137";"0,0003";"0,6586";"0,0006";"0,0144"
"0,0600";"0,0142";"0,0004";"0,8871";"0,0008";"0,0194"
"0,0660";"0,0148";"0,0006";"1,1483";"0,0011";"0,0251"
"0,0720";"0,0154";"0,0007";"1,4431";"0,0014";"0,0315"
"0,0780";"0,0160";"0,0009";"1,7921";"0,0018";"0,0392"
"0,0840";"0,0167";"0,0011";"2,2353";"0,0022";"0,0488"
"0,0900";"0,0174";"0,0013";"2,7562";"0,0027";"0,0602"
"0,0960";"0,0179";"0,0016";"3,2696";"0,0032";"0,0714"
"0,1020";"0,0186";"0,0018";"3,7991";"0,0037";"0,0830"
"0,1080";"0,0192";"0,0021";"4,3423";"0,0042";"0,0949"
"0,1140";"0,0199";"0,0023";"4,8866";"0,0047";"0,1068"
"0,1200";"0,0205";"0,0026";"5,4393";"0,0052";"0,1189"
"0,1260";"0,0212";"0,0029";"6,0013";"0,0058";"0,1311"
"0,1320";"0,0217";"0,0032";"6,5140";"0,0064";"0,1423"
"0,1380";"0,0223";"0,0035";"7,0263";"0,0069";"0,1535"
"0,1440";"0,0229";"0,0037";"7,5484";"0,0075";"0,1649"
"0,1500";"0,0234";"0,0040";"8,0322";"0,0080";"0,1755"
"0,1560";"0,0240";"0,0043";"8,4987";"0,0085";"0,1857"
"0,1620";"0,0245";"0,0045";"8,9749";"0,0090";"0,1961"
"0,1680";"0,0250";"0,0047";"9,4275";"0,0095";"0,2060"
"0,1740";"0,0256";"0,0050";"9,8701";"0,0099";"0,2157"
"0,1800";"0,0261";"0,0052";"10,2919";"0,0104";"0,2249"
"0,1860";"0,0266";"0,0054";"10,7605";"0,0108";"0,2351"
"0,1920";"0,0272";"0,0056";"11,2659";"0,0113";"0,2462"
"0,1980";"0,0277";"0,0059";"11,7724";"0,0117";"0,2572"
"0,2040";"0,0282";"0,0061";"12,2588";"0,0122";"0,2679"
"0,2100";"0,0288";"0,0063";"12,7066";"0,0126";"0,2777"
"0,2160";"0,0293";"0,0065";"13,1338";"0,0131";"0,2870"
"0,2220";"0,0298";"0,0068";"13,5724";"0,0135";"0,2966"
"0,2280";"0,0304";"0,0070";"13,9908";"0,0140";"0,3057"
"0,2340";"0,0309";"0,0072";"14,3872";"0,0145";"0,3144"
"0,2400";"0,0314";"0,0075";"14,7939";"0,0149";"0,3233"
"0,2460";"0,0319";"0,0077";"15,1484";"0,0154";"0,3310"
"0,2520";"0,0325";"0,0079";"15,5243";"0,0158";"0,3392"
"0,2580";"0,0329";"0,0081";"15,9366";"0,0163";"0,3482"
"0,2640";"0,0334";"0,0084";"16,4080";"0,0167";"0,3585"
"0,2700";"0,0339";"0,0086";"16,8400";"0,0171";"0,3680"
"0,2760";"0,0344";"0,0088";"17,1902";"0,0175";"0,3756"
"0,2820";"0,0349";"0,0089";"17,4922";"0,0179";"0,3822"
"0,2880";"0,0354";"0,0091";"17,7828";"0,0183";"0,3886"
"0,2940";"0,0359";"0,0093";"18,1044";"0,0187";"0,3956"
"0,3000";"0,0364";"0,0095";"18,4872";"0,0191";"0,4040"
"0,3060";"0,0369";"0,0097";"18,8995";"0,0195";"0,4130"
"0,3120";"0,0374";"0,0099";"19,3719";"0,0199";"0,4233"
"0,3180";"0,0379";"0,0101";"19,8481";"0,0203";"0,4337"
"0,3240";"0,0384";"0,0103";"20,2782";"0,0207";"0,4431"
"0,3300";"0,0389";"0,0106";"20,7344";"0,0211";"0,4531"
"0,3360";"0,0394";"0,0108";"21,1508";"0,0215";"0,4622"
"0,3420";"0,0399";"0,0110";"21,5081";"0,0220";"0,4700"
"0,3480";"0,0404";"0,0112";"21,8579";"0,0224";"0,4776"
"0,3540";"0,0409";"0,0114";"22,1968";"0,0228";"0,4850"
"0,3600";"0,0415";"0,0116";"22,5488";"0,0232";"0,4927"
"0,3660";"0,0419";"0,0118";"22,9238";"0,0236";"0,5009"
"0,3720";"0,0425";"0,0120";"23,3161";"0,0240";"0,5095"
"0,3780";"0,0430";"0,0122";"23,7136";"0,0244";"0,5182"
"0,3840";"0,0435";"0,0124";"24,0912";"0,0248";"0,5264"
"0,3900";"0,0440";"0,0126";"24,4708";"0,0252";"0,5347"
"0,3960";"0,0445";"0,0128";"24,8561";"0,0256";"0,5431"
"0,4020";"0,0449";"0,0130";"25,2509";"0,0261";"0,5518"
"0,4080";"0,0454";"0,0132";"25,6151";"0,0265";"0,5597"
"0,4140";"0,0459";"0,0135";"25,9647";"0,0269";"0,5674"
"0,4200";"0,0464";"0,0137";"26,3132";"0,0274";"0,5750"
"0,4260";"0,0469";"0,0139";"26,6693";"0,0278";"0,5828"
"0,4320";"0,0474";"0,0141";"27,0317";"0,0283";"0,5907"
"0,4380";"0,0479";"0,0143";"27,4344";"0,0287";"0,5995"
"0,4440";"0,0484";"0,0145";"27,8737";"0,0291";"0,6091"
"0,4500";"0,0489";"0,0147";"28,2625";"0,0294";"0,6176"
"0,4560";"0,0494";"0,0149";"28,5931";"0,0298";"0,6248"
